Date,"Roy Phillipps","Macrotarsomys petteri","The Last of Us","Sweet Track","OK Computer","Upper Pine Bottom State Park","1954 Guatemalan coup d'état","Auriscalpium vulgare","Melbourne Castle"
2016-11-12,6,12,4016,51,1159,3,464,11,8
2016-11-13,5,11,4385,89,1233,9,480,11,16
2016-11-14,10,10,4190,89,1280,8,672,16,12
2016-11-15,15,18,4107,93,1304,10,674,15,15
2016-11-16,4,9,5213,99,1421,6,671,19,13
2016-11-17,4,8,4508,80,2157,8,654,10,5
2016-11-18,8,10,3810,145,1286,9,513,21,14
2016-11-19,10,12,4117,86,1295,11,359,16,16
2016-11-20,10,7,4480,88,1299,3,485,7,13
2016-11-21,4,7,4187,110,1196,6,598,15,9
2016-11-22,8,8,4072,77,1272,9,554,16,17
2016-11-23,2,4,3785,77,1261,4,433,20,4
2016-11-24,6,9,4494,80,1465,11,405,27,12
2016-11-25,5,10,5485,64,1162,6,618,13,10
2016-11-26,10,14,5909,81,1131,9,2536,16,19
2016-11-27,8,10,5706,88,1211,12,1959,12,20
2016-11-28,5,9,5678,90,1273,9,1820,12,7
2016-11-29,10,9,4908,109,1173,16,1441,11,13
2016-11-30,4,5,4421,90,1255,12,1095,15,7
2016-12-01,9,8,4285,76,1232,12,942,10,10
2016-12-02,6,12,4796,82,1231,8,869,14,16
2016-12-03,6,10,50667,72,1218,10,553,11,16
2016-12-04,13,20,105353,101,1143,17,715,18,19
2016-12-05,12,14,50588,104,2860,11,1289,11,17
2016-12-06,8,12,31323,119,2419,11,881,12,15
2016-12-07,4,4,22428,79,2035,7,830,6,9
2016-12-08,9,12,17997,112,1852,11,949,17,20
2016-12-09,17,19,14682,102,1562,22,679,25,16
2016-12-10,7,10,13249,68,1445,16,601,10,11
2016-12-11,7,8,12807,90,1394,11,775,13,8
2016-12-12,13,19,12093,94,1597,17,1155,26,23
2016-12-13,7,7,9957,125,1549,5,1044,15,8
2016-12-14,8,12,9036,147,1441,8,875,14,17
2016-12-15,9,10,8537,119,1425,9,754,20,13
2016-12-16,13,15,10330,75,1310,14,739,14,15
2016-12-17,14,13,8304,68,1272,12,531,15,19
2016-12-18,10,8,8628,88,1344,9,565,9,11
2016-12-19,5,8,8147,105,1132,10,612,9,12
2016-12-20,7,9,7909,85,1379,8,512,13,13
2016-12-21,6,8,7565,91,1335,6,431,7,9
2016-12-22,11,12,7030,96,1334,11,366,12,16
2016-12-23,9,11,7095,72,1125,13,332,18,11
2016-12-24,5,4,6815,64,1039,8,278,6,11
2016-12-25,10,8,7533,76,1012,10,268,104,10
2016-12-26,100,7,8965,561,1619,322,319,10,13
2016-12-27,6,44,8537,81,1101,8,308,7,210
2016-12-28,6,12,8218,94,1125,9,402,15,13
2016-12-29,9,14,8047,105,1287,10,363,13,15
2016-12-30,2,11,7599,82,1336,5,734,8,10
2016-12-31,2,8,6849,65,1191,8,307,10,6
2017-01-01,4,6,7162,73,1196,5,295,6,14
2017-01-02,2,3,7853,86,1347,3,324,7,14
2017-01-03,5,9,7294,83,1473,5,407,11,18
2017-01-04,5,16,6611,107,1489,8,513,13,13
2017-01-05,10,19,6669,94,1578,11,450,19,27
2017-01-06,8,10,6588,85,1580,11,463,10,15
2017-01-07,4,8,6785,99,1379,6,465,10,12
2017-01-08,11,10,7119,99,1361,10,486,9,15
2017-01-09,3,3,6417,74,1366,7,507,3,11
2017-01-10,8,11,5833,88,1389,8,675,7,11
2017-01-11,4,7,5528,86,1237,5,602,14,11
2017-01-12,8,10,5723,88,1372,11,596,13,17
2017-01-13,6,4,5244,69,1655,6,503,16,11
2017-01-14,8,8,5423,83,1596,6,379,9,10
2017-01-15,6,8,5973,96,1529,13,381,6,14
2017-01-16,11,14,6111,86,1555,19,500,16,27
2017-01-17,6,8,6022,106,1617,9,685,14,17
2017-01-18,4,4,5204,117,1449,8,12875,7,3
2017-01-19,9,9,5832,120,1569,9,14950,10,22
2017-01-20,7,7,5903,93,1529,6,894,7,11
2017-01-21,8,8,5401,90,1245,11,454,10,10
2017-01-22,12,11,5850,118,1220,12,518,14,16
2017-01-23,11,17,5750,89,1342,18,619,18,22
2017-01-24,6,5,5455,115,1294,9,572,12,12
2017-01-25,7,16,5155,92,1313,8,589,10,11
2017-01-26,11,12,5194,100,1225,14,612,13,13
2017-01-27,10,6,4992,93,1180,7,557,9,17
2017-01-28,14,10,4996,91,1169,15,472,11,13
2017-01-29,3,6,5444,121,1117,9,429,8,16
2017-01-30,6,13,5216,106,1226,6,585,9,8
2017-01-31,4,8,4607,85,1270,12,586,8,10
2017-02-01,11,13,4323,854,1295,18,637,14,14
2017-02-02,7,11,4206,91,1274,4,620,6,9
2017-02-03,4,2,4558,81,1414,9,525,5,7
2017-02-04,6,14,4508,78,1294,11,491,12,17
2017-02-05,14,9,5357,102,1317,11,1612,16,15
2017-02-06,9,11,5159,101,1137,10,2612,8,12
2017-02-07,10,9,4674,100,1292,11,2202,10,16
2017-02-08,15,19,4337,104,1251,18,793,14,24
2017-02-09,8,12,4253,87,1294,10,960,14,13
2017-02-10,8,6,4253,85,1301,7,550,7,13
2017-02-11,6,14,4359,83,1230,10,534,13,17
2017-02-12,4,8,5023,91,1227,10,485,8,6
2017-02-13,8,11,4455,117,1384,7,645,14,15
2017-02-14,7,12,4239,98,1211,14,613,10,8
2017-02-15,21,17,4168,118,1193,16,735,19,19
2017-02-16,8,18,4438,89,1224,17,783,17,21
2017-02-17,9,8,4208,114,1266,9,616,8,14
2017-02-18,7,9,4859,95,1225,10,420,9,15
2017-02-19,3,7,5020,102,1238,4,453,6,8
2017-02-20,10,7,5315,127,1359,9,590,12,15
2017-02-21,8,4,4707,97,1368,10,731,12,6
2017-02-22,8,8,4298,114,1335,6,776,9,7
2017-02-23,11,10,4296,121,1288,9,722,13,13
2017-02-24,8,9,4395,118,1318,16,651,11,10
2017-02-25,5,9,4430,100,1203,8,447,7,11
2017-02-26,13,13,4983,149,1334,17,548,14,21
2017-02-27,9,9,4463,249,1191,7,736,8,14
2017-02-28,8,8,4484,172,1244,5,766,11,11
2017-03-01,14,12,4296,146,1228,13,753,12,17
2017-03-02,6,5,4859,137,1133,8,882,4,7
2017-03-03,5,12,5016,132,1715,10,659,7,11
2017-03-04,4,8,5297,117,1177,7,398,16,13
2017-03-05,9,8,6070,139,1153,6,646,5,14
2017-03-06,5,10,5819,135,1223,3,888,11,13
2017-03-07,10,8,5242,113,1309,13,846,9,14
2017-03-08,10,14,5171,92,1248,11,858,18,18
2017-03-09,10,16,5111,108,1289,12,817,20,21
2017-03-10,14,17,5210,109,1362,15,696,16,20
2017-03-11,6,7,5175,102,1184,9,379,14,13
2017-03-12,8,8,6222,128,1269,6,467,9,19
2017-03-13,5,9,6030,118,1225,7,676,7,13
2017-03-14,9,9,5751,112,1273,14,654,9,27
2017-03-15,6,7,5216,90,1297,9,754,7,13
2017-03-16,4,3,4300,86,1255,6,947,5,11
2017-03-17,5,5,4450,82,1536,10,621,12,7
2017-03-18,10,10,5019,97,1495,8,441,10,10
2017-03-19,5,7,5347,82,1447,6,538,9,15
2017-03-20,1,6,4979,88,3814,6,881,8,10
2017-03-21,6,7,4788,162,6456,9,955,12,11
2017-03-22,11,9,4543,157,3735,16,940,17,14
2017-03-23,15,19,4624,131,2546,19,899,15,23
2017-03-24,4,7,4347,87,2138,6,716,14,16
2017-03-25,16,16,4503,93,1890,15,404,18,19
2017-03-26,5,6,4821,233,1667,2,525,5,14
2017-03-27,8,11,4688,78,1899,11,879,10,15
2017-03-28,4,7,4372,85,2096,5,841,7,13
2017-03-29,4,7,4284,84,1794,11,1014,7,10
2017-03-30,13,13,4017,75,1620,9,869,18,14
2017-03-31,6,11,3877,83,1858,11,614,13,12
2017-04-01,9,9,3989,89,1518,10,339,11,12
2017-04-02,10,9,5129,115,1660,14,544,11,19
2017-04-03,6,7,4470,80,1661,8,863,7,8
2017-04-04,12,5,4093,69,1965,7,842,11,9
2017-04-05,13,5,3995,90,1578,9,743,9,8
2017-04-06,7,10,4150,88,1587,12,851,9,8
2017-04-07,9,7,3882,87,1577,8,896,12,14
2017-04-08,12,11,4000,81,1562,11,492,7,12
2017-04-09,8,6,4864,95,1531,5,532,21,9
2017-04-10,11,16,4653,87,1560,14,773,28,18
2017-04-11,5,7,4489,81,1409,7,736,10,11
2017-04-12,9,15,4089,83,1368,14,801,14,16
2017-04-13,11,9,3986,65,1373,13,685,14,11
2017-04-14,7,8,4192,80,1334,11,566,11,11
2017-04-15,8,9,5016,48,2028,7,468,8,16
2017-04-16,8,13,4994,59,1442,11,453,22,25
2017-04-17,8,12,4996,82,3199,8,922,29,13
2017-04-18,13,18,5163,76,3010,15,1020,17,12
2017-04-19,7,9,4538,75,1909,5,763,22,15
2017-04-20,12,11,4050,74,1769,11,925,18,18
2017-04-21,5,6,4356,90,1554,7,714,18,15
2017-04-22,14,15,4406,66,1546,12,484,21,20
2017-04-23,12,4,4681,78,1556,4,503,23,9
2017-04-24,41,12,4455,90,1616,10,835,21,16
2017-04-25,65,14,4281,79,1847,10,906,37,17
2017-04-26,14,7,4070,69,2098,8,821,16,6
2017-04-27,17,27,3987,74,2193,14,967,21,19
2017-04-28,9,17,3691,67,1659,6,825,25,18
2017-04-29,5,4,3974,68,1286,8,425,15,9
2017-04-30,7,10,4593,87,1446,9,508,25,17
2017-05-01,9,9,4810,109,3347,12,966,23,13
2017-05-02,19,14,3915,80,6343,14,843,15,15
2017-05-03,11,12,3613,66,4818,14,868,22,25
2017-05-04,9,15,3654,77,2698,6,871,15,11
2017-05-05,9,15,3845,78,2143,8,896,16,13
2017-05-06,9,15,4218,84,1685,16,463,24,14
2017-05-07,6,4,4771,76,1675,6,545,16,8
2017-05-08,13,16,4534,69,1744,12,960,15,18
2017-05-09,2,4,4241,79,1881,7,994,7,11
2017-05-10,4,6,3794,69,2348,8,969,8,10
2017-05-11,9,4,3547,63,2018,5,839,21,18
2017-05-12,7,10,3903,69,1703,10,648,25,22
2017-05-13,6,8,3930,61,1598,10,357,12,13
2017-05-14,7,6,4389,55,1566,6,410,21,14
2017-05-15,11,12,4572,80,1671,13,778,16,17
2017-05-16,10,11,4229,81,1608,11,747,11,13
2017-05-17,6,12,3666,83,1646,9,683,10,15
2017-05-18,12,14,3501,80,1839,14,753,18,15
2017-05-19,9,20,3558,78,1857,14,583,20,26
2017-05-20,13,11,3608,82,2865,20,353,25,15
2017-05-21,15,23,3974,112,5720,17,609,32,21
2017-05-22,13,9,4000,84,2873,10,675,14,11
2017-05-23,13,20,4530,82,2017,13,664,23,23
2017-05-24,4,5,3806,80,1706,6,634,18,19
2017-05-25,9,7,3623,61,1630,10,617,12,23
2017-05-26,11,15,4111,75,1442,16,428,15,20
2017-05-27,23,10,4687,92,1344,19,353,17,12
2017-05-28,13,17,4751,83,1476,15,407,11,22
2017-05-29,9,10,4782,72,1618,13,481,20,10
2017-05-30,45,23,4488,103,1590,35,643,46,35
2017-05-31,15,15,3825,122,1886,22,600,20,19
2017-06-01,21,13,3972,90,1932,20,563,33,20
2017-06-02,18,13,4200,82,3736,12,474,15,42
2017-06-03,12,11,3836,77,3484,13,336,13,14
2017-06-04,8,11,4148,76,2704,8,380,9,12
2017-06-05,14,10,4535,125,2544,12,512,18,19
2017-06-06,20,27,4487,89,2314,15,491,16,23
2017-06-07,16,18,4169,111,2307,33,460,24,26
2017-06-08,15,21,3987,101,2646,20,555,21,14
2017-06-09,25,11,4062,103,1911,15,401,15,17
2017-06-10,15,7,4357,76,1818,10,421,10,18
2017-06-11,252,8,5070,86,1882,10,406,14,18
2017-06-12,45550,183,5956,81,1951,13,694,17,20
2017-06-13,5912,32831,8368,111,1872,30,532,24,38
2017-06-14,2277,3792,45261,316,1776,53,482,9,29
2017-06-15,1924,2201,13336,56003,2077,22,449,19,20
2017-06-16,400,1606,9161,6652,44402,220,408,11,17
2017-06-17,306,303,7612,2890,9554,23462,685,19,21
2017-06-18,195,214,6191,1919,6359,3787,90023,187,17
2017-06-19,335,157,5761,780,6899,2734,13441,23729,260
2017-06-20,137,137,5083,448,3198,1678,5572,3869,52414
2017-06-21,116,93,4604,376,3474,278,4195,2103,6956
2017-06-22,144,123,4516,310,7318,183,1228,1420,3739
2017-06-23,84,86,4526,303,23154,148,916,348,2625
2017-06-24,100,75,4502,301,12585,116,821,284,606
2017-06-25,89,53,4676,269,8206,132,768,201,539
2017-06-26,83,88,4509,264,7040,93,658,135,288
2017-06-27,72,61,4469,205,5636,72,1836,271,288
2017-06-28,94,59,4562,201,4867,79,909,306,523
2017-06-29,42,37,4236,160,4228,60,546,112,150
2017-06-30,59,41,4338,152,4089,58,492,80,127
2017-07-01,45,37,4474,142,3542,55,456,93,126
2017-07-02,44,25,5493,148,3211,33,444,54,119
2017-07-03,42,31,5778,144,3274,46,436,64,106
2017-07-04,26,21,4864,165,3151,44,479,55,81
2017-07-05,32,30,4629,109,2977,43,534,53,83
2017-07-06,55,25,4206,124,3189,42,581,53,72
2017-07-07,26,31,4170,145,3215,34,2764,45,64
2017-07-08,38,22,4140,107,2796,33,856,60,56
2017-07-09,29,25,5516,115,2671,26,455,34,54
2017-07-10,160,22,6045,145,2614,34,328,29,56
2017-07-11,33,32,6416,138,2750,30,405,39,61
2017-07-12,32,24,5194,92,2860,28,529,44,56
2017-07-13,17,17,4697,96,2637,18,449,22,49
2017-07-14,12,17,4630,109,2782,19,362,28,6531
2017-07-15,23,21,4586,96,2401,27,366,35,595
2017-07-16,13,13,4766,77,2201,28,354,37,289
2017-07-17,21,19,4757,93,2225,22,346,37,117
2017-07-18,15,15,5111,118,2232,23,374,19,54
2017-07-19,22,18,4893,99,2289,22,330,32,46
2017-07-20,15,16,5259,96,2395,14,322,28,31
2017-07-21,19,25,4752,82,2125,20,318,22,41
2017-07-22,12,25,4246,73,1929,12,289,22,26
2017-07-23,21,19,4277,108,1843,15,354,22,32
2017-07-24,20,21,4108,104,1732,17,341,24,36
2017-07-25,23,26,4203,88,1846,13,369,20,34
2017-07-26,14,28,3857,108,1682,14,394,17,37
2017-07-27,14,19,3806,99,1662,15,316,26,24
2017-07-28,21,27,3839,71,1706,13,286,18,29
2017-07-29,11,18,3683,74,1659,12,269,12,22
2017-07-30,7,23,4139,76,1474,17,325,20,26
2017-07-31,9,21,4068,95,1407,15,318,17,21
2017-08-01,14,28,3795,83,1435,19,313,26,25
2017-08-02,12,18,3834,74,1370,10,411,23,22
2017-08-03,19,19,4086,77,1380,19,417,15,24
2017-08-04,17,25,3999,94,1386,24,354,26,36
2017-08-05,20,25,4274,77,1441,22,322,25,37
2017-08-06,16,19,4329,84,1356,18,294,19,25
2017-08-07,18,14,4097,105,1356,7,312,20,28
2017-08-08,13,19,3808,98,1408,18,446,28,39
2017-08-09,12,19,3827,70,1419,19,394,20,29
2017-08-10,9,21,3674,75,1346,15,361,16,20
2017-08-11,16,20,3690,106,1411,20,302,28,27
2017-08-12,12,22,3827,77,1279,12,263,16,18
2017-08-13,10,15,4208,69,1286,17,287,19,19
2017-08-14,18,20,4034,93,1254,15,333,17,31
2017-08-15,14,20,3924,84,1174,19,304,17,23
2017-08-16,17,21,3641,102,1164,15,324,20,24
2017-08-17,9,10,3785,80,1177,5,295,6,11
2017-08-18,18,27,3595,78,1083,18,305,44,22
2017-08-19,11,6,3749,73,1083,11,282,10,14
2017-08-20,11,12,3993,75,1146,11,585,12,22
2017-08-21,10,11,3913,86,1370,10,466,25,17
2017-08-22,8,10,4072,102,1294,6,347,16,15
2017-08-23,15,6,3890,88,1204,12,350,12,21
2017-08-24,17,16,3711,96,1193,20,300,22,25
2017-08-25,6,9,3612,89,1198,11,265,19,18
2017-08-26,8,4,3687,81,1155,9,246,16,15
2017-08-27,9,10,3879,84,1045,12,267,16,18
2017-08-28,5,8,3793,67,1011,10,284,18,17
2017-08-29,6,4,3652,71,1149,9,287,12,15
2017-08-30,8,8,3668,86,1250,6,444,16,11
2017-08-31,15,11,3543,76,1306,19,365,9,19
2017-09-01,10,14,3585,59,1066,13,298,13,24
2017-09-02,8,10,3635,91,1029,10,243,14,14
2017-09-03,10,8,4101,90,1060,9,300,12,13
2017-09-04,7,7,4075,102,1150,13,335,11,19
2017-09-05,11,8,4119,107,1176,11,363,15,15
2017-09-06,11,7,4238,92,1036,17,355,14,18
2017-09-07,9,8,3761,70,1154,11,317,14,17
2017-09-08,5,1,3493,77,1063,9,327,6,17
2017-09-09,11,5,3463,89,997,9,273,11,15
2017-09-10,10,8,3769,78,1045,14,317,11,26
2017-09-11,9,5,3658,76,1077,7,345,13,15
2017-09-12,7,4,3322,78,1570,5,360,11,11
2017-09-13,5,5,3801,70,1763,7,398,7,16
2017-09-14,10,19,3729,92,1514,15,379,16,25
2017-09-15,12,11,3192,86,1274,11,389,16,16
2017-09-16,14,6,3713,74,1194,10,263,16,13
2017-09-17,2,4,3982,67,1098,5,283,10,11
2017-09-18,10,7,3568,91,1242,12,625,12,22
2017-09-19,14,10,3427,74,1208,21,528,18,20
2017-09-20,5,6,3411,79,1142,8,422,6,18
2017-09-21,4,4,3565,76,1273,6,510,12,10
2017-09-22,10,10,3388,79,1246,14,343,19,21
2017-09-23,18,7,3389,79,1049,17,293,11,17
2017-09-24,11,7,3338,89,1262,6,460,22,16
2017-09-25,4,10,3155,87,1283,8,442,13,26
2017-09-26,7,9,3392,72,1162,10,462,27,16
2017-09-27,7,7,3534,71,1151,4,454,20,15
2017-09-28,10,6,4135,67,1129,8,540,11,11
2017-09-29,5,9,3621,56,1262,10,363,17,15
2017-09-30,8,6,3428,49,1063,7,293,10,10
2017-10-01,2,6,3990,74,1082,16,398,10,19
2017-10-02,12,11,3937,70,1052,8,414,25,28
2017-10-03,4,7,3404,78,1042,7,457,13,13
2017-10-04,8,3,3297,72,1061,11,530,18,18
2017-10-05,10,1,4149,77,1257,11,515,16,15
2017-10-06,10,3,3843,84,1137,14,393,13,14
2017-10-07,18,4,3887,60,1189,11,299,20,23
2017-10-08,6,3,4070,67,1137,7,505,10,13
2017-10-09,13,2,3858,73,1203,10,942,22,24
2017-10-10,2,4,3439,67,1368,5,833,8,11
2017-10-11,8,1,3236,94,1283,10,550,11,27
2017-10-12,10,0,3470,90,1207,13,619,11,20
2017-10-13,12,1,3503,66,1132,17,427,19,20
2017-10-14,5,2,3625,80,1164,10,336,17,11
2017-10-15,13,3,4601,86,1232,13,432,29,34
2017-10-16,4,2,3901,99,1148,6,481,12,14
2017-10-17,11,3,3616,68,1202,19,517,17,21
2017-10-18,6,1,3605,85,1220,11,505,16,22
2017-10-19,8,1,3264,99,1133,13,840,13,24
2017-10-20,8,0,3334,71,1014,12,432,15,17
2017-10-21,11,1,3398,77,1117,13,357,19,18
2017-10-22,8,0,3852,74,1086,10,439,17,14
2017-10-23,4,0,4230,86,1314,5,574,18,11
2017-10-24,8,1,3491,81,1310,12,489,14,25
2017-10-25,9,0,3599,79,1568,11,468,23,24
2017-10-26,10,0,3269,67,1375,6,529,14,11
2017-10-27,7,1,3144,60,1233,4,523,10,15
2017-10-28,10,3,3019,89,1162,14,397,22,26
2017-10-29,10,0,3356,100,1146,17,446,16,15
2017-10-30,5,1,11150,85,1144,19,519,14,10
2017-10-31,5,1,14160,82,1212,9,462,10,14
2017-11-01,11,1,8421,65,1216,8,456,15,11
2017-11-02,5,3,6541,67,1196,6,563,15,15
2017-11-03,10,1,5420,63,1200,10,447,14,13
2017-11-04,2,2,5035,77,1011,4,329,6,22
2017-11-05,11,5,4967,71,1164,8,346,18,13
2017-11-06,6,3,4558,81,1183,12,536,20,12
2017-11-07,9,0,4229,93,1170,11,500,16,21
2017-11-08,5,0,3884,66,1131,8,512,15,15
2017-11-09,10,1,3699,71,1066,11,454,10,12
2017-11-10,6,1,4170,61,1169,8,380,12,13
2017-11-11,8,1,3758,62,1148,30,289,16,10
2017-11-12,5,3,4064,67,1499,84,390,11,10
2017-11-13,12,7,3867,80,1252,13,561,24,32
2017-11-14,9,1,3802,93,1445,9,516,13,33
2017-11-15,8,2,3409,67,1310,10,485,9,17
2017-11-16,10,2,3301,105,1161,11,462,14,18
2017-11-17,8,2,3189,79,1082,9,471,15,15
2017-11-18,7,1,3441,57,1116,12,294,12,12
2017-11-19,8,1,3990,70,1085,8,353,12,14
2017-11-20,9,0,3711,67,1207,6,530,14,12
2017-11-21,7,1,3524,95,1122,14,423,14,16
2017-11-22,5,4,3508,94,1105,5,395,16,14
2017-11-23,9,0,3919,89,1093,9,355,8,12
2017-11-24,8,4,4188,63,1061,12,277,13,15
2017-11-25,13,1,4441,75,1132,15,321,18,17
2017-11-26,5,1,4730,87,1136,7,347,11,14
2017-11-27,9,1,5045,101,1198,12,523,16,19
2017-11-28,9,5,4185,98,1197,13,750,25,25
2017-11-29,4,1,3791,78,1267,7,602,11,15
2017-11-30,5,3,3821,91,1174,7,578,9,19
2017-12-01,13,0,3805,72,1209,11,501,13,33
2017-12-02,10,1,3985,66,1078,14,346,17,11
2017-12-03,4,1,4243,180,1157,4,425,11,13
2017-12-04,6,0,4244,81,1196,11,631,17,44
2017-12-05,6,0,3914,80,1169,6,598,10,10
2017-12-06,10,2,3643,86,1128,8,862,14,16
2017-12-07,6,4,3731,73,1079,33,580,11,29
2017-12-08,14,0,4331,73,1337,102,478,40,17
2017-12-09,16,4,4167,78,1003,16,405,19,17
2017-12-10,20,1,5823,94,1164,14,438,47,21
2017-12-11,16,2,5485,88,1206,16,777,21,24
2017-12-12,13,1,4600,84,1068,13,680,23,20
2017-12-13,10,2,4021,90,1026,15,724,18,22
2017-12-14,11,3,3708,70,1150,17,667,14,18
2017-12-15,13,0,3434,86,1066,15,528,11,20
2017-12-16,14,6,3769,110,961,15,319,13,12
2017-12-17,13,1,3565,70,998,17,337,20,23
2017-12-18,9,1,3652,124,1027,13,479,13,23
2017-12-19,10,2,3479,79,1045,13,471,12,17
2017-12-20,12,1,3588,76,997,22,375,18,29
2017-12-21,2,1,3377,105,1038,21,311,11,13
2017-12-22,6,0,3386,69,904,2,331,8,13
2017-12-23,6,1,3558,67,961,7,284,10,17
2017-12-24,4,2,3546,71,925,10,255,9,12
2017-12-25,6,0,3754,72,907,14,526,9,14
2017-12-26,10,0,4376,84,908,5,376,12,16
2017-12-27,11,0,4473,77,1159,9,312,16,17
2017-12-28,11,1,4408,60,1230,10,311,9,18
2017-12-29,8,1,4761,65,1186,12,368,15,14
2017-12-30,5,2,4156,81,1033,2,371,5,5
2017-12-31,12,0,3855,73,1028,8,297,7,17
2018-01-01,6,5,4298,63,961,6,304,10,13
2018-01-02,6,1,4565,92,1150,9,400,10,16
2018-01-03,6,0,4472,77,1191,12,374,9,18
2018-01-04,4,2,4490,99,1097,11,372,14,11
2018-01-05,3,1,3740,83,1196,4,475,5,13
2018-01-06,10,1,3781,103,1127,11,372,18,15
2018-01-07,8,3,4072,87,1330,11,401,10,21
2018-01-08,7,0,3877,92,1832,7,420,8,16
2018-01-09,2,3,3819,105,1523,6,434,10,29
2018-01-10,4,0,3553,92,1476,6,509,6,7
2018-01-11,17,1,3444,89,1285,12,703,9,16
2018-01-12,5,2,3519,92,1281,7,458,11,19
2018-01-13,9,0,3681,69,1177,7,310,14,9
2018-01-14,15,1,4053,91,1191,12,354,20,25
2018-01-15,4,1,3972,101,1165,11,440,13,12
2018-01-16,6,1,3548,63,1137,6,458,11,8
2018-01-17,11,2,3863,87,1223,11,412,16,30
2018-01-18,8,3,3844,81,1146,10,410,7,12
2018-01-19,6,2,3811,65,1182,8,361,10,26
2018-01-20,6,1,3685,83,1053,9,301,14,11
2018-01-21,7,3,4041,88,1239,9,357,7,9
2018-01-22,6,0,3869,71,1105,6,450,9,14
2018-01-23,11,0,3381,85,1271,9,512,9,13
2018-01-24,5,0,3553,104,1251,6,470,8,12
2018-01-25,6,1,3500,88,1231,9,452,7,17
2018-01-26,8,1,3342,61,1834,10,391,11,15
2018-01-27,6,1,3593,64,1331,4,279,8,7
2018-01-28,13,0,3842,95,1177,6,323,16,16
2018-01-29,12,0,3862,79,1493,10,466,12,16
2018-01-30,6,0,3716,57,1601,4,417,7,12
2018-01-31,7,0,3395,55,1717,6,4779,9,16
2018-02-01,3,0,3527,73,1793,10,579,16,16
2018-02-02,11,0,3406,73,1223,12,518,12,15
2018-02-03,5,0,3473,66,1237,7,324,12,11
2018-02-04,6,0,3816,68,1162,11,399,10,12
2018-02-05,5,2,3598,83,1130,9,733,8,15
2018-02-06,5,0,3357,70,1220,13,677,10,20
2018-02-07,6,3,3390,105,1184,12,649,11,13
2018-02-08,7,1,3318,91,1192,9,548,12,18
2018-02-09,9,0,3266,72,1148,11,461,14,27
2018-02-10,9,0,3427,81,1113,7,349,10,25
2018-02-11,13,1,3636,92,1141,10,435,10,19
2018-02-12,6,2,3874,77,1159,4,521,13,18
2018-02-13,4,1,3373,99,1201,4,697,6,10
2018-02-14,2,2,3456,74,1067,4,1079,7,9
2018-02-15,9,1,3244,71,1093,11,838,11,13
2018-02-16,4,0,3114,70,1065,7,543,14,14
2018-02-17,9,1,3401,71,1153,10,458,16,11
2018-02-18,7,0,3661,73,1028,9,441,11,23
2018-02-19,5,1,3830,82,1120,12,751,7,17
2018-02-20,12,2,3471,75,1380,10,836,14,20
2018-02-21,14,0,3169,83,1335,9,736,12,13
2018-02-22,21,1,3131,95,1454,19,702,18,26
2018-02-23,10,0,3248,64,1358,8,593,17,17
2018-02-24,12,1,3145,75,1377,10,344,14,14
2018-02-25,21,0,3694,95,1392,31,443,27,32
2018-02-26,12,1,3689,89,1391,5,721,8,13
2018-02-27,11,0,3202,70,1415,6,655,13,19
2018-02-28,5,0,3091,61,1281,4,738,10,10
2018-03-01,9,1,3143,58,1247,9,747,12,14
2018-03-02,10,0,3185,75,1309,8,668,12,12
2018-03-03,15,2,3426,63,1158,14,401,16,22
2018-03-04,12,0,5157,61,1105,28,459,8,14
2018-03-05,7,0,6939,78,1150,6,681,13,7
2018-03-06,12,1,3525,85,1628,218,788,12,10
2018-03-07,8,1,3339,75,1133,6,663,9,11
2018-03-08,14,1,3237,74,1094,11,674,14,17
2018-03-09,10,0,3534,68,1152,11,553,11,12
2018-03-10,5,3,3617,65,1022,5,385,5,11
2018-03-11,2,1,4082,49,1160,6,427,5,9
2018-03-12,7,0,4024,85,1171,9,599,10,16
2018-03-13,6,0,3693,79,1131,3,755,11,6
2018-03-14,5,2,3429,81,1535,6,720,14,17
2018-03-15,7,1,3406,82,1186,8,758,9,14
2018-03-16,19,0,3197,66,1050,9,628,6,15
2018-03-17,9,0,3229,78,1020,7,355,17,11
2018-03-18,6,1,3770,108,1199,6,379,14,4
2018-03-19,11,1,3730,94,1122,9,678,16,13
2018-03-20,11,1,3434,77,1057,7,742,9,13
2018-03-21,9,2,3448,73,1238,9,795,14,16
2018-03-22,7,1,3349,72,1079,9,654,11,13
2018-03-23,7,2,3273,74,1149,7,583,12,18
2018-03-24,6,1,3392,58,1115,5,339,7,14
2018-03-25,3,2,4170,89,1283,7,398,12,12
2018-03-26,7,0,3814,81,1138,9,668,10,10
2018-03-27,6,0,3569,77,1090,13,755,12,17
2018-03-28,8,0,3440,97,1250,22,682,19,14
2018-03-29,6,1,3623,69,1138,5,693,4,8
2018-03-30,5,2,3605,57,1051,8,480,8,19
2018-03-31,9,0,3362,96,957,2,389,13,11
2018-04-01,7,1,3542,103,977,7,499,13,15
2018-04-02,12,1,3926,75,1164,6,778,10,14
2018-04-03,8,0,3397,88,1149,11,827,13,13
2018-04-04,3,0,3515,69,1205,7,709,12,9
2018-04-05,6,2,3188,57,1178,8,753,13,22
2018-04-06,15,3,3190,388,1108,14,720,13,19
2018-04-07,5,2,3231,242,1115,13,553,8,12
2018-04-08,6,1,3967,84,1012,4,532,7,12
