Date,"Galaxy Science Fiction","Chad Harris-Crane","Guilden Morden boar","Musca","Blast Corps","Mortimer Wheeler","The American Bible Challenge","Muhammad Ali Jinnah","Canadian Indian residential school system"
2016-12-04,65,72,0,83,132,114,102,3164,822
2016-12-05,76,62,0,74,152,132,106,3555,1381
2016-12-06,55,44,0,119,120,122,109,3336,1604
2016-12-07,55,59,0,46,122,166,105,3271,2260
2016-12-08,230,59,0,55,127,111,73,3217,1507
2016-12-09,59,57,0,71,133,115,60,2785,1160
2016-12-10,134,47,0,63,131,81,74,2609,636
2016-12-11,51,54,0,64,112,92,96,2939,681
2016-12-12,74,64,0,127,142,117,61,3082,1140
2016-12-13,71,57,0,98,150,104,58,3438,1244
2016-12-14,73,58,0,80,129,102,57,3417,1212
2016-12-15,63,59,0,60,117,73,72,3466,1062
2016-12-16,74,44,0,46,107,84,61,3260,993
2016-12-17,74,56,0,71,109,81,90,3110,470
2016-12-18,55,50,0,60,132,94,66,3593,533
2016-12-19,56,48,0,71,114,68,81,3704,1045
2016-12-20,49,48,0,76,119,72,78,4016,830
2016-12-21,62,41,0,51,134,82,58,4031,734
2016-12-22,61,41,0,55,124,109,71,4372,631
2016-12-23,111,56,0,94,129,82,92,4418,449
2016-12-24,42,56,0,61,114,60,74,7288,354
2016-12-25,69,47,0,39,146,75,51,21242,337
2016-12-26,558,52,0,55,145,100,62,6902,465
2016-12-27,57,80,0,537,119,608,117,4344,483
2016-12-28,66,66,0,48,162,76,76,3687,509
2016-12-29,63,68,0,54,157,80,93,3860,414
2016-12-30,62,39,0,78,144,110,108,3347,363
2016-12-31,49,55,0,35,119,79,111,2790,325
2017-01-01,56,25,0,73,124,77,71,2792,313
2017-01-02,63,48,0,92,135,98,120,4558,366
2017-01-03,56,51,0,87,137,83,102,3678,532
2017-01-04,62,51,0,86,129,126,94,3367,713
2017-01-05,65,53,0,74,137,107,95,3372,661
2017-01-06,52,60,0,73,178,108,94,2843,619
2017-01-07,57,71,0,75,132,117,106,3006,404
2017-01-08,66,65,0,79,133,101,100,3601,484
2017-01-09,52,63,0,91,119,115,106,3366,925
2017-01-10,54,62,0,101,134,97,80,3256,900
2017-01-11,64,72,0,92,110,133,100,3169,1062
2017-01-12,55,73,0,110,144,107,95,3223,1143
2017-01-13,52,73,0,75,122,87,79,2865,1306
2017-01-14,47,59,0,83,142,92,92,3178,577
2017-01-15,62,57,0,105,174,97,82,3163,732
2017-01-16,65,59,0,96,127,122,84,3391,1327
2017-01-17,63,51,0,106,125,103,77,3228,1283
2017-01-18,47,54,0,83,141,100,84,3133,1502
2017-01-19,67,58,0,107,161,107,81,2736,1341
2017-01-20,60,54,0,66,121,93,100,2421,1149
2017-01-21,46,53,0,66,102,103,120,2536,625
2017-01-22,49,43,0,83,145,124,187,2698,679
2017-01-23,64,46,0,85,153,118,163,3141,1893
2017-01-24,62,36,0,61,106,116,178,3185,1281
2017-01-25,74,67,0,72,115,111,172,3246,1125
2017-01-26,69,50,0,64,123,141,162,3263,1117
2017-01-27,49,58,0,54,93,122,156,2659,891
2017-01-28,105,45,0,100,108,111,162,2614,496
2017-01-29,46,46,0,78,144,112,171,2834,600
2017-01-30,56,40,0,88,110,120,171,3295,1108
2017-01-31,65,47,0,130,91,115,143,2976,1049
2017-02-01,71,45,0,67,114,126,81,2704,876
2017-02-02,42,34,0,65,101,150,80,2709,1066
2017-02-03,43,50,0,43,90,89,70,2483,1011
2017-02-04,70,38,0,59,121,112,93,2577,1204
2017-02-05,59,47,0,59,119,123,114,2778,767
2017-02-06,64,46,0,72,103,169,114,2553,2537
2017-02-07,58,56,0,73,113,206,166,2874,1263
2017-02-08,54,86,0,75,114,161,150,2878,1310
2017-02-09,64,54,0,77,114,136,165,2572,1208
2017-02-10,53,48,0,62,122,117,161,2490,854
2017-02-11,51,36,0,70,124,99,185,2450,1082
2017-02-12,50,43,0,68,112,162,155,3366,570
2017-02-13,109,45,0,81,115,141,168,3021,956
2017-02-14,50,35,0,81,111,119,141,3503,936
2017-02-15,71,46,0,94,141,118,184,3010,1148
2017-02-16,74,66,0,76,132,121,175,2875,1103
2017-02-17,65,32,0,65,103,106,144,2520,933
2017-02-18,44,67,0,67,117,100,155,2540,892
2017-02-19,57,50,0,65,126,138,161,2883,578
2017-02-20,47,58,0,86,138,134,160,2910,837
2017-02-21,58,61,0,79,105,124,168,3330,880
2017-02-22,64,55,0,88,124,105,164,3169,866
2017-02-23,52,43,0,70,108,110,147,2841,917
2017-02-24,49,61,0,82,111,116,154,2662,788
2017-02-25,57,45,0,60,98,106,146,2716,467
2017-02-26,44,65,0,64,123,183,189,3069,593
2017-02-27,60,58,0,77,133,155,139,3056,1027
2017-02-28,77,56,0,69,150,132,66,5819,1058
2017-03-01,50,67,0,97,149,166,72,3066,1089
2017-03-02,69,63,0,70,117,180,59,2884,1070
2017-03-03,53,41,0,59,105,103,54,3212,881
2017-03-04,42,42,0,61,87,117,60,3028,637
2017-03-05,57,56,0,62,138,115,83,3370,669
2017-03-06,59,36,0,63,148,118,64,3921,1096
2017-03-07,53,51,0,91,106,107,123,8418,1273
2017-03-08,65,49,0,77,119,135,72,3477,1220
2017-03-09,51,51,0,84,114,99,60,3019,1493
2017-03-10,71,63,0,66,132,105,70,3471,1524
2017-03-11,47,62,0,71,98,105,85,3160,886
2017-03-12,63,46,0,76,102,147,88,3661,756
2017-03-13,58,61,0,75,129,133,79,3739,855
2017-03-14,72,58,0,77,100,148,87,3543,850
2017-03-15,46,67,0,66,121,108,70,3276,833
2017-03-16,48,55,0,79,121,162,67,3091,850
2017-03-17,64,48,0,74,135,117,62,2936,711
2017-03-18,47,47,0,67,107,117,81,2790,474
2017-03-19,48,30,0,66,101,113,82,3216,560
2017-03-20,48,40,0,55,129,116,89,3291,1050
2017-03-21,63,45,0,78,103,122,67,3328,1124
2017-03-22,38,32,0,71,107,124,84,3688,1017
2017-03-23,70,55,0,80,127,133,99,5202,1056
2017-03-24,54,32,0,52,138,126,66,3592,948
2017-03-25,42,46,0,50,114,111,86,3379,585
2017-03-26,59,34,0,72,120,119,86,3856,743
2017-03-27,42,38,0,64,118,122,78,6023,970
2017-03-28,72,50,0,73,140,134,61,5262,1370
2017-03-29,45,44,0,45,100,127,61,4485,1247
2017-03-30,61,52,0,69,110,143,55,3965,1207
2017-03-31,42,28,0,53,91,97,61,5644,1039
2017-04-01,33,33,0,50,94,96,91,3918,791
2017-04-02,46,43,0,71,105,105,82,4163,1428
2017-04-03,63,40,0,58,96,114,82,3463,1455
2017-04-04,39,64,0,57,102,131,56,4233,1683
2017-04-05,56,34,0,53,123,110,69,4199,1294
2017-04-06,51,41,0,40,101,166,58,4441,1734
2017-04-07,41,40,0,60,128,146,71,3189,1284
2017-04-08,34,38,0,43,125,84,65,2915,692
2017-04-09,57,31,0,45,129,118,81,3321,723
2017-04-10,62,49,0,67,126,117,81,3241,1210
2017-04-11,55,33,0,51,90,113,59,3108,1109
2017-04-12,43,34,0,47,116,106,75,3195,1072
2017-04-13,45,33,0,72,123,128,49,3393,1231
2017-04-14,39,49,0,62,124,105,78,2950,487
2017-04-15,36,30,0,64,129,91,73,2949,442
2017-04-16,57,39,0,66,144,129,71,3189,467
2017-04-17,65,28,0,58,193,117,84,3244,720
2017-04-18,42,55,0,65,143,101,67,3580,1277
2017-04-19,64,33,0,64,142,101,78,3620,1011
2017-04-20,72,33,0,65,130,107,71,3214,1012
2017-04-21,39,46,0,53,146,86,71,3308,785
2017-04-22,53,43,0,56,111,100,94,2785,442
2017-04-23,46,45,0,65,98,105,75,2894,557
2017-04-24,53,54,0,52,103,105,95,3134,1041
2017-04-25,47,43,0,67,110,116,73,3241,1048
2017-04-26,41,32,0,70,112,122,70,3132,1019
2017-04-27,49,42,0,67,120,83,72,3334,1000
2017-04-28,54,37,0,56,108,83,66,2724,703
2017-04-29,22,22,0,54,120,79,81,2652,527
2017-04-30,39,30,0,54,119,92,69,2808,596
2017-05-01,41,31,0,52,104,98,68,3279,992
2017-05-02,56,48,0,74,113,102,80,3277,1007
2017-05-03,65,76,0,72,124,118,76,3868,848
2017-05-04,41,42,0,58,115,119,53,3119,881
2017-05-05,59,43,0,48,105,89,59,2656,907
2017-05-06,55,57,0,46,119,78,73,2610,472
2017-05-07,34,53,0,47,104,98,64,2919,640
2017-05-08,51,42,0,58,135,92,71,3076,966
2017-05-09,48,33,0,46,99,79,51,3105,823
2017-05-10,44,30,0,59,115,97,45,3040,841
2017-05-11,43,37,0,53,123,83,82,3595,854
2017-05-12,53,32,0,57,91,137,63,2658,759
2017-05-13,34,52,0,39,103,107,80,2518,365
2017-05-14,56,36,0,56,125,92,56,2842,637
2017-05-15,190,44,0,67,143,104,56,2907,1165
2017-05-16,67,59,0,70,146,91,102,2727,907
2017-05-17,66,52,0,69,131,108,53,2922,946
2017-05-18,62,48,0,52,112,112,74,2883,1106
2017-05-19,53,30,0,58,125,98,62,2823,773
2017-05-20,45,36,0,49,141,89,73,2779,656
2017-05-21,59,44,0,58,140,97,79,2945,538
2017-05-22,56,34,0,47,127,108,86,2987,712
2017-05-23,69,31,0,73,137,94,70,2821,1037
2017-05-24,50,24,0,37,163,106,74,2779,1149
2017-05-25,50,27,0,46,101,78,63,2699,1064
2017-05-26,57,35,0,75,121,90,71,2626,770
2017-05-27,43,24,0,54,109,85,81,2454,403
2017-05-28,44,26,0,45,129,75,72,2741,558
2017-05-29,47,34,0,74,119,107,78,3032,2847
2017-05-30,63,35,0,65,134,111,99,2972,3701
2017-05-31,90,39,0,79,159,96,67,3145,1750
2017-06-01,48,38,0,62,114,91,69,2993,1171
2017-06-02,65,33,0,74,146,121,57,2717,924
2017-06-03,30,32,0,53,134,92,52,2781,530
2017-06-04,46,43,0,49,138,75,78,3137,658
2017-06-05,49,44,0,47,100,91,83,3166,949
2017-06-06,40,32,0,57,118,84,72,3150,1104
2017-06-07,44,37,0,61,153,114,86,3197,1173
2017-06-08,53,52,0,49,128,94,79,2787,1590
2017-06-09,47,30,0,55,118,97,74,2779,1592
2017-06-10,47,28,0,54,106,110,76,2900,514
2017-06-11,44,27,0,64,119,112,79,2766,682
2017-06-12,47,31,0,56,240,98,68,2969,1494
2017-06-13,47,39,0,74,174,121,69,2769,1328
2017-06-14,52,40,0,49,227,105,73,2814,1226
2017-06-15,69,39,0,59,196,102,64,3025,1254
2017-06-16,45,26,0,37,137,104,78,2782,1120
2017-06-17,41,32,0,55,105,140,77,2827,585
2017-06-18,56,31,0,59,145,125,77,2902,730
2017-06-19,46,38,0,52,123,110,71,2942,1060
2017-06-20,63,33,0,51,115,129,64,2803,1060
2017-06-21,46,39,0,65,147,136,75,2615,1249
2017-06-22,56,40,0,52,128,128,57,2596,1357
2017-06-23,48,35,0,45,108,99,75,2432,807
2017-06-24,32,23,0,54,109,97,57,2538,527
2017-06-25,42,28,39,66,105,107,57,2314,635
2017-06-26,54,24,15,68,149,148,69,2338,646
2017-06-27,51,25,18,51,150,159,66,2396,479
2017-06-28,37,40,9,69,161,120,70,2446,657
2017-06-29,41,32,12,60,119,76,70,2609,752
2017-06-30,45,37,12,73,101,114,52,2748,837
2017-07-01,43,27,14,54,115,114,63,2610,1241
2017-07-02,32,28,9,59,115,156,63,2707,1548
2017-07-03,46,36,9,58,107,115,51,3309,1095
2017-07-04,45,28,14,68,119,120,58,2785,919
2017-07-05,59,23,15,47,154,103,77,3006,937
2017-07-06,54,35,13,49,171,110,79,2879,862
2017-07-07,52,43,17,72,151,138,62,2886,587
2017-07-08,34,32,16,42,127,114,59,2905,457
2017-07-09,52,37,13,33,123,118,75,3485,436
2017-07-10,50,38,14,68,143,94,78,3480,560
2017-07-11,57,32,13,54,127,106,80,3228,455
2017-07-12,52,42,14,61,92,122,79,3307,486
2017-07-13,50,28,12,87,127,106,59,3500,448
2017-07-14,82,30,15,50,116,92,69,3270,460
2017-07-15,184,27,10,34,97,120,80,3025,460
2017-07-16,347,41,10,93,109,135,61,3157,449
2017-07-17,291,37,19,77,95,136,63,2943,696
2017-07-18,186,47,38,33,98,136,55,3141,491
2017-07-19,156,35,72,78,124,103,68,3075,516
2017-07-20,106,37,20,58,128,137,66,3073,458
2017-07-21,89,25,18,65,114,110,70,2869,400
2017-07-22,85,47,33,50,100,82,78,3000,320
2017-07-23,60,44,111,61,103,93,67,3236,352
2017-07-24,96,41,75,79,115,104,79,3225,519
2017-07-25,57,35,81,51,99,108,73,3304,461
2017-07-26,72,49,49,65,104,99,60,3370,438
2017-07-27,74,45,53,52,126,105,64,3450,401
2017-07-28,58,48,355,66,85,97,75,4147,347
2017-07-29,66,44,30,54,84,88,67,3906,298
2017-07-30,71,26,16,42,94,97,71,4116,277
2017-07-31,75,39,29,59,105,83,58,4222,335
2017-08-01,70,45,56,70,124,105,76,3921,275
2017-08-02,59,33,24,54,121,96,79,3879,368
2017-08-03,64,33,15,56,126,100,67,3759,353
2017-08-04,70,35,15,53,3033,88,66,3422,333
2017-08-05,62,45,15,74,237,89,77,3762,255
2017-08-06,48,36,85,66,163,84,314,4109,276
2017-08-07,68,42,18,51,245,106,122,4221,292
2017-08-08,55,45,9765,56,106,112,107,4490,278
2017-08-09,55,43,126,69,106,88,89,4965,311
2017-08-10,52,38,66,54,105,114,76,4960,320
2017-08-11,669,27,45,49,127,99,54,5061,344
2017-08-12,3365,39,17,54,1824,127,78,5136,261
2017-08-13,1595,46,22,51,153,133,73,7865,449
2017-08-14,913,45,27,60,209,87,73,16031,537
2017-08-15,266,40,24,55,101,99,71,14334,379
2017-08-16,172,39,15,66,104,112,85,8267,450
2017-08-17,101,38,20,89,103,121,47,6842,393
2017-08-18,99,36,26,61,108,77,69,5709,443
2017-08-19,74,38,20,53,110,88,58,5366,356
2017-08-20,283,20,27,38,95,87,63,6010,345
2017-08-21,123,27,19,42,94,107,66,4551,676
2017-08-22,102,38,19,55,107,102,75,7796,706
2017-08-23,78,36,17,56,98,127,54,5857,475
2017-08-24,76,46,27,54,123,118,67,4116,1313
2017-08-25,62,42,19,59,97,81,56,3680,1402
2017-08-26,64,31,25,32,89,82,78,4806,894
2017-08-27,75,47,30,64,88,112,53,4153,622
2017-08-28,62,25,14,56,108,73,60,3784,710
2017-08-29,67,32,11,33,109,89,44,3283,752
2017-08-30,63,38,22,68,112,112,58,2857,568
2017-08-31,64,58,22,67,117,88,59,2594,535
2017-09-01,64,40,15,44,92,88,38,2474,464
2017-09-02,52,43,6,43,101,93,52,2566,370
2017-09-03,45,44,17,44,125,71,74,2761,430
2017-09-04,79,40,22,51,107,92,68,2781,450
2017-09-05,139,38,22,43,106,111,71,2933,770
2017-09-06,73,33,37,49,99,97,63,3044,575
2017-09-07,201,46,24,72,127,110,60,3160,582
2017-09-08,67,34,31,50,96,99,57,3015,449
2017-09-09,61,29,20,44,97,90,71,3094,367
2017-09-10,75,39,39,40,92,136,78,4258,311
2017-09-11,69,28,24,33,93,229,54,7150,509
2017-09-12,61,32,16,49,132,191,37,3900,615
2017-09-13,41,41,12,53,93,172,49,3724,773
2017-09-14,59,41,14,59,115,170,74,3467,829
2017-09-15,57,34,12,56,124,138,54,3933,1145
2017-09-16,53,40,19,38,86,122,50,3273,433
2017-09-17,60,26,20,49,92,129,69,3054,550
2017-09-18,74,55,268,50,101,158,45,3152,810
2017-09-19,78,47,111,59,107,158,59,2971,833
2017-09-20,137,41,47,52,102,133,52,2749,857
2017-09-21,64,20,54,64,121,141,42,2882,1030
2017-09-22,61,46,53,42,101,147,45,2905,986
2017-09-23,85,49,39,60,113,149,69,2892,639
2017-09-24,77,38,73,49,110,134,63,3079,585
2017-09-25,69,26,23,53,96,174,60,3197,1186
2017-09-26,46,56,75,48,104,172,56,3210,1334
2017-09-27,56,38,45,67,98,138,50,2956,1527
2017-09-28,49,34,33,57,84,136,72,2629,1907
2017-09-29,58,29,24,56,132,155,86,4133,2221
2017-09-30,44,16,15,50,103,107,54,3525,1325
2017-10-01,51,30,45,32,108,123,51,3468,1000
2017-10-02,37,43,48,66,111,166,70,4672,1206
2017-10-03,55,38,31,56,100,156,36,3447,1158
2017-10-04,59,48,27,44,112,169,52,2986,1066
2017-10-05,65,42,28,57,105,174,53,2980,1152
2017-10-06,51,39,17,41,92,128,57,2929,1347
2017-10-07,57,35,51,43,112,119,77,2885,1061
2017-10-08,62,47,30,44,100,187,53,2863,783
2017-10-09,47,37,579,65,114,184,74,3512,804
2017-10-10,57,36,90,68,115,148,65,3410,1097
2017-10-11,48,49,21,51,108,149,82,3005,1117
2017-10-12,45,37,18,53,90,142,44,2883,1265
2017-10-13,51,38,36,56,115,136,66,2683,1109
2017-10-14,51,38,30,42,113,116,61,2950,645
2017-10-15,53,51,127,55,90,131,54,3094,731
2017-10-16,44,30,94,55,100,175,72,2907,1226
2017-10-17,62,43,127,81,88,152,77,2825,1146
2017-10-18,71,45,127,44,113,143,76,2748,2518
2017-10-19,68,50,126,48,97,114,66,2702,2801
2017-10-20,44,36,132,53,100,124,66,2599,1806
2017-10-21,47,44,120,46,79,122,87,2965,1283
2017-10-22,55,51,108,54,102,139,72,3108,1435
2017-10-23,49,45,105,48,97,119,81,2833,2857
2017-10-24,43,43,98,62,79,123,81,2767,1642
2017-10-25,52,45,60,72,123,121,57,2879,1301
2017-10-26,33,31,26,45,87,102,71,2897,1113
2017-10-27,42,29,60,48,90,97,64,3021,922
2017-10-28,64,39,35,44,131,150,77,2655,559
2017-10-29,62,85,22,49,97,139,86,2766,700
2017-10-30,53,59,18,51,143,130,50,2877,1073
2017-10-31,55,47,24,44,95,117,56,3801,1043
2017-11-01,51,53,23,54,124,154,62,3082,1063
2017-11-02,62,43,22,63,107,116,67,14745,1371
2017-11-03,61,39,20,60,94,125,69,27918,1094
2017-11-04,49,48,31,43,97,104,92,10397,650
2017-11-05,64,41,25,62,164,130,101,5888,723
2017-11-06,97,68,38,76,127,144,83,4774,1209
2017-11-07,63,44,30,76,154,158,69,4325,1355
2017-11-08,67,34,27,49,479,155,78,4174,1239
2017-11-09,49,31,34,50,96,107,72,4443,1066
2017-11-10,38,32,16,54,92,115,67,3224,825
2017-11-11,46,32,22,44,115,95,89,3266,527
2017-11-12,52,33,30,55,106,196,64,3453,676
2017-11-13,73,68,39,89,108,153,66,3373,1183
2017-11-14,97,34,28,59,113,127,90,3864,1223
2017-11-15,99,42,37,61,148,127,66,3330,1213
2017-11-16,64,40,27,56,120,126,64,3073,1381
2017-11-17,56,40,24,51,81,144,55,2745,986
2017-11-18,36,33,20,60,93,101,71,2784,542
2017-11-19,58,44,21,54,88,111,69,3170,675
2017-11-20,45,44,27,53,112,127,84,2931,1368
2017-11-21,54,42,23,62,157,157,72,3200,1314
2017-11-22,58,57,26,39,101,89,76,3088,1191
2017-11-23,50,47,26,60,109,104,75,2862,1399
2017-11-24,41,35,55,46,122,96,78,2467,2910
2017-11-25,113,45,115,54,97,87,76,2855,2145
2017-11-26,63,38,79,53,97,74,80,3175,1484
2017-11-27,69,42,118,74,155,125,70,2924,1562
2017-11-28,93,50,105,58,130,135,73,3067,1451
2017-11-29,60,35,127,71,102,136,57,3395,1102
2017-11-30,83,30,104,69,97,144,67,3283,1069
2017-12-01,57,43,110,65,444,110,69,2771,862
2017-12-02,46,42,82,44,91,109,69,2655,596
2017-12-03,53,29,104,62,97,128,79,3010,684
2017-12-04,69,40,242,72,115,93,78,3560,1048
2017-12-05,111,40,116,92,99,139,59,3514,1099
2017-12-06,84,39,90,72,84,114,50,3487,1033
2017-12-07,51,29,110,57,96,120,71,3146,971
2017-12-08,65,40,116,54,104,124,62,3087,871
2017-12-09,63,50,107,47,79,131,69,3361,515
2017-12-10,49,44,98,65,115,108,95,3339,570
2017-12-11,63,58,111,72,123,143,85,3828,897
2017-12-12,77,50,125,86,96,123,75,3584,920
2017-12-13,64,43,135,70,95,119,73,3574,961
2017-12-14,52,43,120,71,84,106,78,3685,915
2017-12-15,63,45,119,61,95,99,69,3142,779
2017-12-16,78,49,112,59,116,101,79,3151,475
2017-12-17,231,48,96,74,134,90,70,3553,547
2017-12-18,27482,250,65,67,125,118,73,3925,912
2017-12-19,6158,20895,232,81,129,127,81,4364,752
2017-12-20,3947,4627,38627,246,134,82,89,4239,688
2017-12-21,2423,2061,6489,19959,386,86,58,4137,547
2017-12-22,335,1630,3067,4618,35227,338,68,3988,354
2017-12-23,232,265,1682,1665,5944,24445,365,4175,249
2017-12-24,202,191,704,1466,2781,5745,31249,8278,951
2017-12-25,194,160,264,267,2291,2426,7493,69341,527
2017-12-26,163,259,387,893,671,2200,4466,18083,36402
2017-12-27,153,115,193,188,311,461,2968,9405,7324
2017-12-28,131,90,142,145,306,308,443,8032,4048
2017-12-29,138,96,134,125,286,310,291,4002,3192
2017-12-30,110,105,109,139,179,209,282,3683,651
2017-12-31,120,84,102,120,187,161,224,3267,593
2018-01-01,131,68,80,99,173,168,204,3379,531
2018-01-02,134,95,79,115,190,174,205,3808,1156
2018-01-03,117,109,88,155,201,146,160,3556,647
2018-01-04,104,79,65,147,186,156,120,3511,549
2018-01-05,96,57,51,84,158,137,133,2848,888
2018-01-06,80,72,66,150,151,107,158,3026,727
2018-01-07,83,62,61,170,144,132,156,3629,559
2018-01-08,88,64,63,218,155,135,139,5393,884
2018-01-09,94,47,74,130,126,124,148,4009,936
2018-01-10,87,70,70,106,121,138,123,3498,1101
2018-01-11,96,93,65,102,136,113,222,4242,1012
2018-01-12,83,72,63,87,142,145,175,2816,876
2018-01-13,83,78,59,84,142,91,133,2999,518
2018-01-14,88,59,315,95,136,128,132,3233,624
2018-01-15,96,65,55,97,134,127,150,3370,1054
2018-01-16,94,66,58,124,109,107,125,3145,1035
2018-01-17,86,67,64,107,129,135,123,3209,1030
2018-01-18,68,54,65,81,130,148,92,2934,1156
2018-01-19,85,60,97,64,122,299,99,2701,871
2018-01-20,66,45,51,82,119,138,101,2775,458
2018-01-21,112,56,50,64,127,131,108,3036,578
2018-01-22,83,59,36,71,136,135,118,3049,920
2018-01-23,69,42,41,65,104,138,85,3072,969
2018-01-24,99,34,63,72,119,147,69,2974,1082
2018-01-25,97,37,36,63,146,134,74,3427,915
2018-01-26,69,36,40,78,239,107,93,4244,819
2018-01-27,64,43,27,64,100,102,72,3771,462
2018-01-28,75,59,60,57,129,119,113,4292,596
2018-01-29,94,48,45,71,125,143,86,3765,831
2018-01-30,69,38,37,70,110,151,69,4590,821
2018-01-31,68,35,80,73,140,152,64,3580,908
2018-02-01,67,49,38,81,127,114,83,3219,766
2018-02-02,48,49,295,65,152,146,82,2834,660
2018-02-03,58,48,39,52,93,124,91,2688,412
2018-02-04,68,41,29,77,119,110,96,2918,459
2018-02-05,64,76,49,67,104,147,68,2926,684
2018-02-06,71,56,41,88,93,139,80,3070,761
2018-02-07,72,46,45,94,86,131,79,3110,889
2018-02-08,86,47,48,78,112,158,73,4402,807
2018-02-09,65,56,29,57,108,134,123,2907,693
2018-02-10,59,58,28,66,114,116,108,2863,484
2018-02-11,71,63,28,71,102,115,123,3350,738
2018-02-12,58,38,41,65,149,146,116,3198,969
2018-02-13,62,33,53,88,131,132,61,3039,1173
2018-02-14,67,31,47,65,110,131,63,2885,976
2018-02-15,224,39,34,68,129,145,59,2974,895
2018-02-16,73,50,48,49,113,107,64,2637,826
2018-02-17,65,43,31,51,119,121,81,2952,600
2018-02-18,63,45,45,72,102,111,83,3187,515
2018-02-19,66,51,34,59,491,118,80,3218,725
2018-02-20,63,34,45,62,103,156,101,3238,841
2018-02-21,61,46,36,78,129,120,76,3519,862
2018-02-22,59,55,40,63,118,185,68,3094,871
2018-02-23,67,44,142,74,116,126,86,2776,825
2018-02-24,61,27,41,108,120,115,108,3015,598
2018-02-25,82,54,61,96,125,164,129,3433,824
2018-02-26,74,48,47,79,120,142,72,3007,965
2018-02-27,72,49,37,85,109,129,75,3029,923
2018-02-28,74,44,33,69,120,123,65,3064,979
2018-03-01,55,27,52,104,131,125,60,2887,998
2018-03-02,74,39,44,96,77,101,67,2917,845
2018-03-03,59,35,34,57,114,100,98,2663,555
2018-03-04,70,51,41,77,108,110,71,4790,608
2018-03-05,70,41,32,74,127,141,81,3329,891
2018-03-06,80,40,37,57,132,128,84,3018,954
2018-03-07,58,49,33,61,103,121,86,3055,889
2018-03-08,51,49,37,89,136,139,63,3069,901
2018-03-09,63,30,34,67,120,130,72,2848,821
2018-03-10,103,41,26,57,94,98,71,2646,579
2018-03-11,60,56,26,62,123,132,85,3096,579
2018-03-12,65,43,38,105,142,147,233,3323,728
2018-03-13,48,41,27,105,133,161,83,3061,1021
2018-03-14,49,48,29,80,130,125,98,3032,908
2018-03-15,55,48,103,71,123,132,70,2823,851
2018-03-16,72,31,26,59,128,118,78,2600,733
2018-03-17,57,38,28,103,119,112,76,2674,552
2018-03-18,63,40,86,80,144,122,86,2805,577
2018-03-19,79,39,43,133,147,154,78,2886,819
2018-03-20,63,38,38,115,172,141,71,3238,936
2018-03-21,62,52,28,81,183,138,82,3119,1185
2018-03-22,71,39,76,61,167,99,65,3174,921
2018-03-23,47,24,43,89,151,109,74,3951,805
2018-03-24,43,44,29,127,117,102,71,2981,507
2018-03-25,49,30,24,130,133,105,76,2925,524
2018-03-26,83,45,34,81,147,111,96,3169,927
2018-03-27,71,45,34,69,153,94,85,2998,857
2018-03-28,76,31,41,86,163,128,90,3036,1447
2018-03-29,56,29,28,85,127,129,75,3347,2253
2018-03-30,119,28,38,65,124,151,67,2984,1056
2018-03-31,54,24,29,56,111,150,63,3202,744
2018-04-01,67,29,30,48,132,146,99,2913,1195
2018-04-02,57,36,221,58,141,178,99,3116,879
2018-04-03,77,46,35,78,147,164,93,3293,995
2018-04-04,76,43,37,62,150,168,78,3043,933
2018-04-05,56,39,25,68,119,150,63,3028,944
2018-04-06,73,44,31,53,114,131,53,2590,867
2018-04-07,49,34,24,60,90,130,70,2545,579
2018-04-08,63,47,28,54,116,113,68,2854,618
2018-04-09,62,38,24,43,132,203,75,2976,1089
2018-04-10,36,29,28,76,137,132,61,3031,1140
2018-04-11,67,37,31,71,129,157,77,3220,1021
2018-04-12,52,46,37,79,118,135,70,3000,1113
2018-04-13,62,37,29,50,125,105,56,2948,1024
2018-04-14,56,42,24,61,139,107,73,2649,615
2018-04-15,80,52,47,81,141,116,78,2757,733
2018-04-16,73,51,35,62,133,161,82,3035,1057
2018-04-17,70,34,33,62,112,153,72,2861,1210
2018-04-18,88,31,34,59,111,139,73,2844,1195
2018-04-19,46,33,30,67,124,108,51,2869,1428
2018-04-20,55,40,21,63,98,95,72,2409,984
2018-04-21,55,50,17,68,112,75,63,2669,568
2018-04-22,74,61,29,49,111,108,78,3000,665
2018-04-23,58,33,19,71,112,122,73,3139,1101
2018-04-24,93,37,14,68,114,91,80,2950,1070
2018-04-25,53,41,38,63,122,131,82,2873,977
2018-04-26,80,38,21,63,124,97,72,2963,990
2018-04-27,66,39,22,43,111,79,57,2744,733
2018-04-28,53,43,23,44,105,95,61,2148,427
2018-04-29,62,43,24,56,171,114,71,2794,561
2018-04-30,44,49,29,69,123,186,82,2668,858
2018-05-01,53,29,24,49,132,125,80,5269,1055
2018-05-02,49,21,18,49,115,154,51,6182,1102
2018-05-03,55,25,375,65,116,113,56,10508,853
2018-05-04,39,27,24,48,117,95,60,15178,936
2018-05-05,58,21,22,41,118,70,63,14936,422
2018-05-06,52,43,26,47,114,88,74,16160,519
2018-05-07,54,29,28,68,127,114,79,12739,914
2018-05-08,56,26,21,59,115,103,68,9135,1079
2018-05-09,53,33,22,78,124,101,47,7303,896
2018-05-10,49,35,21,76,107,114,56,5507,941
2018-05-11,47,38,19,122,123,84,61,5483,924
2018-05-12,45,40,16,75,101,96,77,4082,603
2018-05-13,58,38,21,61,108,81,67,4115,586
