Date,"Columbia River","McDonnell Douglas A-4G Skyhawk","Audioslave","Murder of Dwayne Jones","2012 Tour de France","1983 Atlantic hurricane season","Monte Ne","Kill 'Em All","Calvatia sculpta"
2015-07-01,977,51,1396,36,413,26,39,910,22
2015-07-02,922,55,1402,44,533,19,46,982,16
2015-07-03,1002,40,1596,30,696,19,44,913,18
2015-07-04,1037,53,1425,35,1260,20,41,919,11
2015-07-05,1005,54,1483,92,1368,18,45,913,15
2015-07-06,1120,52,1524,47,1523,36,41,924,26
2015-07-07,1046,53,1560,43,1692,37,49,1072,30
2015-07-08,1050,58,1530,38,1548,41,39,998,28
2015-07-09,998,56,1462,24,1346,38,47,926,19
2015-07-10,1095,65,1623,48,1401,42,51,882,30
2015-07-11,1009,40,1585,19,1424,29,68,825,78
2015-07-12,1202,60,1481,28,1437,33,41,778,206
2015-07-13,1113,56,1487,29,1228,47,45,818,33
2015-07-14,1147,67,1475,34,2627,47,53,876,27
2015-07-15,988,54,1455,43,2383,69,37,835,19
2015-07-16,1179,58,1553,87,2272,48,52,798,14
2015-07-17,1134,59,1604,63,1937,21,34,831,21
2015-07-18,977,51,1431,54,1826,35,61,852,20
2015-07-19,1127,68,1597,45,2035,25,46,809,18
2015-07-20,1127,79,1831,51,1994,34,35,828,16
2015-07-21,956,56,1557,48,1463,29,17,900,14
2015-07-22,1082,42,1546,72,2147,33,46,878,13
2015-07-23,1299,52,1513,47,2449,43,42,894,22
2015-07-24,1033,55,1754,33,3390,30,64,1019,22
2015-07-25,949,46,1730,36,4322,34,29,1625,11
2015-07-26,1130,55,1847,47,5726,84,47,1136,14
2015-07-27,1207,63,1667,69,3442,52,43,1043,23
2015-07-28,1164,58,1629,43,1259,38,46,1018,14
2015-07-29,1138,62,1670,88,829,58,48,977,27
2015-07-30,1136,45,1697,45,553,42,60,1017,27
2015-07-31,1166,62,1725,36,431,29,80,965,24
2015-08-01,1044,60,1583,21,377,34,44,927,18
2015-08-02,1099,69,1592,32,421,42,40,973,22
2015-08-03,1098,61,1331,30,383,59,46,937,27
2015-08-04,1103,66,1961,34,321,45,50,1007,21
2015-08-05,1123,54,2128,68,321,37,37,934,26
2015-08-06,1000,58,1824,34,220,49,45,877,23
2015-08-07,990,39,1577,34,290,72,43,870,20
2015-08-08,973,57,1435,36,148,37,34,863,16
2015-08-09,1156,74,1593,53,165,30,45,936,15
2015-08-10,978,66,1479,72,268,41,52,832,24
2015-08-11,1087,53,1524,44,315,51,50,844,23
2015-08-12,1147,54,1622,62,225,36,33,906,37
2015-08-13,934,66,1698,36,244,58,48,895,75
2015-08-14,1088,59,1701,40,164,40,34,924,23
2015-08-15,1164,46,1526,45,130,43,53,889,31
2015-08-16,1163,92,1691,30,150,43,39,842,21
2015-08-17,1138,65,1562,42,169,39,41,859,22
2015-08-18,1154,65,1641,34,156,83,49,998,30
2015-08-19,1025,69,1683,45,132,63,38,860,21
2015-08-20,1179,65,1560,37,136,68,38,899,19
2015-08-21,1028,52,1667,78,128,76,36,1013,22
2015-08-22,954,69,1481,70,125,54,32,959,19
2015-08-23,1141,86,1599,40,143,41,50,860,32
2015-08-24,1079,61,1502,53,283,60,61,1067,22
2015-08-25,1015,80,1531,33,343,52,38,987,25
2015-08-26,999,70,1479,43,198,65,39,971,27
2015-08-27,1069,57,1498,35,137,72,29,1008,26
2015-08-28,1056,106,1523,50,137,115,43,959,22
2015-08-29,822,56,1722,27,88,112,40,1355,27
2015-08-30,1019,65,1436,44,131,93,47,1269,21
2015-08-31,1186,67,1469,37,125,82,33,1112,21
2015-09-01,1191,58,1440,33,98,62,48,1052,30
2015-09-02,1212,54,1442,41,175,61,32,1005,25
2015-09-03,1004,71,1473,30,127,78,49,1042,26
2015-09-04,992,50,1537,31,104,68,33,1185,23
2015-09-05,882,51,1523,29,168,66,51,1098,36
2015-09-06,996,62,1579,38,152,67,55,1058,29
2015-09-07,1106,54,1668,59,205,78,75,1051,40
2015-09-08,1210,69,1631,34,194,69,49,1096,40
2015-09-09,1622,58,1421,34,202,60,34,1025,20
2015-09-10,1104,49,1407,28,157,54,51,1021,25
2015-09-11,1129,118,1557,34,154,94,85,1081,57
2015-09-12,881,53,1520,45,135,49,36,1013,24
2015-09-13,968,64,1575,46,150,47,41,983,16
2015-09-14,1129,66,1575,48,149,46,45,1053,22
2015-09-15,1109,52,1575,26,120,47,33,1061,22
2015-09-16,1053,63,1628,25,88,32,39,1136,24
2015-09-17,995,65,1533,52,82,55,31,1046,28
2015-09-18,1011,68,2034,50,107,30,25,1064,18
2015-09-19,746,46,1966,40,99,39,35,945,22
2015-09-20,981,51,1628,45,124,36,38,1119,30
2015-09-21,1147,66,1794,48,111,35,27,971,20
2015-09-22,1093,57,1699,27,103,35,34,912,38
2015-09-23,1352,56,2057,25,104,50,29,940,27
2015-09-24,1607,58,2004,18,79,30,50,970,28
2015-09-25,998,56,2037,45,118,34,36,910,23
2015-09-26,798,59,1897,30,73,26,35,932,23
2015-09-27,910,95,1738,36,108,36,46,1192,26
2015-09-28,1089,61,1761,51,123,28,54,1042,26
2015-09-29,1218,63,1914,45,114,44,47,849,30
2015-09-30,1161,46,2775,38,79,66,33,946,30
2015-10-01,1037,61,1718,32,75,97,50,861,25
2015-10-02,1078,68,1812,26,84,83,28,861,19
2015-10-03,838,51,1643,35,80,83,39,877,32
2015-10-04,948,61,1527,41,88,82,55,903,30
2015-10-05,1192,58,1670,50,70,80,51,743,30
2015-10-06,1211,90,1832,51,91,59,31,826,20
2015-10-07,1064,60,1668,54,89,59,35,853,30
2015-10-08,1129,52,1605,52,78,41,29,803,36
2015-10-09,1068,47,1760,40,66,47,34,866,26
2015-10-10,788,57,1710,53,78,44,21,841,21
2015-10-11,909,51,1593,39,67,35,39,878,47
2015-10-12,1098,60,1714,43,55,42,44,891,33
2015-10-13,1121,57,1780,56,88,22,40,959,31
2015-10-14,1015,71,1754,93,119,36,38,893,34
2015-10-15,1089,66,1790,59,112,44,39,836,34
2015-10-16,847,48,1948,50,100,17,29,871,25
2015-10-17,701,52,1900,38,71,28,41,849,22
2015-10-18,813,61,1723,44,69,29,66,812,20
2015-10-19,1155,55,1635,131,85,38,52,779,22
2015-10-20,983,58,1558,69,181,38,48,851,14
2015-10-21,925,74,1752,65,119,26,37,889,15
2015-10-22,969,79,1766,49,99,30,98,869,21
2015-10-23,932,63,1885,67,76,99,71,945,23
2015-10-24,776,54,1608,52,75,81,53,860,16
2015-10-25,875,47,1529,50,105,71,40,777,30
2015-10-26,1004,72,1587,74,89,55,57,740,29
2015-10-27,1097,50,1653,63,162,58,30,791,17
2015-10-28,967,51,1536,53,78,42,37,887,31
2015-10-29,978,71,1553,41,95,45,33,894,22
2015-10-30,833,64,1626,41,75,42,41,853,26
2015-10-31,620,65,1525,49,57,50,31,766,24
2015-11-01,775,63,1425,58,93,56,34,777,27
2015-11-02,975,54,1460,79,79,43,28,831,11
2015-11-03,827,60,1714,40,74,28,88,852,16
2015-11-04,1061,72,1576,47,69,32,27,853,12
2015-11-05,970,69,1771,41,67,40,48,893,22
2015-11-06,1111,60,1799,54,66,42,44,903,25
2015-11-07,964,79,1861,79,75,30,38,929,25
2015-11-08,959,58,1586,48,63,20,37,851,21
2015-11-09,954,84,1731,55,52,24,31,863,30
2015-11-10,1070,42,1616,32,59,26,29,993,18
2015-11-11,910,54,1739,56,62,38,22,994,21
2015-11-12,1102,71,1677,60,89,61,41,892,34
2015-11-13,942,63,1613,49,72,29,37,877,23
2015-11-14,705,67,1403,40,44,25,34,941,28
2015-11-15,849,61,1383,84,58,22,37,867,27
2015-11-16,1104,67,1432,36,65,38,40,842,33
2015-11-17,1021,77,1504,47,67,34,38,893,22
2015-11-18,1021,62,1481,37,65,35,24,969,23
2015-11-19,1073,71,1818,61,75,24,21,922,26
2015-11-20,945,73,1666,107,77,30,30,886,13
2015-11-21,719,62,1699,79,60,24,47,805,14
2015-11-22,816,62,1545,64,54,33,31,776,19
2015-11-23,1023,63,1711,50,57,30,23,788,26
2015-11-24,1087,59,1763,39,53,37,40,824,26
2015-11-25,959,74,1529,28,61,28,24,818,14
2015-11-26,1114,63,1574,31,63,34,33,768,24
2015-11-27,913,67,1646,36,55,24,27,801,23
2015-11-28,885,85,1726,56,49,30,35,812,16
2015-11-29,1090,106,1603,30,186,29,33,870,25
2015-11-30,1099,91,1539,53,107,23,32,838,22
2015-12-01,1060,53,1495,43,86,25,21,880,30
2015-12-02,1131,86,1544,49,80,33,31,818,19
2015-12-03,908,67,1458,59,91,21,24,770,10
2015-12-04,885,70,5095,41,116,31,38,867,22
2015-12-05,525,62,3418,40,69,19,37,784,18
2015-12-06,780,51,2092,34,89,26,42,835,14
2015-12-07,1016,64,1972,58,80,18,19,862,14
2015-12-08,1007,59,2028,41,64,26,20,802,15
2015-12-09,1110,64,1887,44,45,25,26,857,25
2015-12-10,1128,52,1810,60,56,35,25,854,29
2015-12-11,1059,69,1822,54,77,25,22,863,23
2015-12-12,889,57,1682,39,41,35,35,877,18
2015-12-13,1033,79,1696,46,60,20,18,804,16
2015-12-14,1307,80,1972,103,81,20,23,734,15
2015-12-15,960,69,1723,41,82,23,24,802,22
2015-12-16,1004,61,1589,39,86,22,20,800,23
2015-12-17,1074,61,1626,59,62,26,21,823,12
2015-12-18,980,62,1550,57,49,16,21,830,10
2015-12-19,801,56,1508,39,57,20,23,734,9
2015-12-20,743,60,1542,50,80,14,23,710,5
2015-12-21,993,56,1407,41,58,24,19,725,7
2015-12-22,815,80,1420,44,90,15,25,819,11
2015-12-23,713,52,1445,96,63,25,24,790,15
2015-12-24,654,54,1367,63,34,19,27,752,11
2015-12-25,583,50,1297,54,46,15,12,644,6
2015-12-26,743,60,1231,54,49,18,18,805,17
2015-12-27,757,41,1330,32,72,16,22,790,12
2015-12-28,786,61,1418,42,48,17,35,763,4
2015-12-29,795,54,1404,51,82,19,31,1068,14
2015-12-30,1002,71,2394,49,75,25,36,972,10
2015-12-31,890,69,2538,155,76,19,22,891,7
2016-01-01,724,49,1492,167,84,18,30,852,11
2016-01-02,844,57,1408,149,58,27,38,903,27
2016-01-03,820,48,1399,162,71,27,36,870,19
2016-01-04,927,48,1366,174,66,32,41,887,17
2016-01-05,915,62,1442,211,75,23,29,857,14
2016-01-06,1094,75,1714,165,71,22,42,943,16
2016-01-07,1265,53,1811,184,59,15,25,962,13
2016-01-08,936,56,1969,168,61,20,22,903,14
2016-01-09,868,54,1890,145,48,22,20,1080,19
2016-01-10,926,70,1583,142,60,27,39,983,17
2016-01-11,1185,101,1478,154,64,25,26,911,8
2016-01-12,925,64,1645,194,96,28,37,917,11
2016-01-13,996,62,1557,170,65,32,26,999,8
2016-01-14,869,45,1625,146,50,61,26,950,17
2016-01-15,947,54,1663,166,57,65,19,926,19
2016-01-16,863,57,1659,143,54,34,26,914,12
2016-01-17,809,66,1527,140,63,28,30,843,14
2016-01-18,914,52,1612,214,71,36,25,949,23
2016-01-19,999,65,1533,178,89,34,28,1144,13
2016-01-20,956,58,1521,183,73,24,24,1051,15
2016-01-21,927,77,1672,166,82,33,40,937,24
2016-01-22,833,72,1588,186,59,23,28,944,17
2016-01-23,758,76,1619,144,63,30,38,1043,13
2016-01-24,757,44,1528,214,73,27,30,985,31
2016-01-25,977,81,1435,74,60,17,35,873,22
2016-01-26,982,64,1543,56,61,38,27,960,19
2016-01-27,1097,55,1508,59,91,21,28,913,20
2016-01-28,898,54,1617,85,72,39,32,971,26
2016-01-29,848,44,1654,109,69,18,29,934,14
2016-01-30,756,66,1720,57,79,20,32,970,20
2016-01-31,786,66,1747,55,71,20,36,940,21
2016-02-01,1001,59,1549,167,82,15,32,930,22
2016-02-02,1007,84,1546,105,90,26,20,968,14
2016-02-03,1013,81,1421,110,71,25,31,945,9
2016-02-04,952,72,1545,96,56,28,19,1080,6
2016-02-05,849,68,1811,100,79,20,33,982,17
2016-02-06,710,71,1646,83,73,16,55,1060,16
2016-02-07,712,75,1620,102,94,29,44,1482,18
2016-02-08,813,64,1483,122,77,21,38,1191,12
2016-02-09,886,74,1461,79,77,25,42,1182,10
2016-02-10,927,73,1509,77,66,31,48,1363,30
2016-02-11,958,64,1442,59,75,38,32,1115,22
2016-02-12,842,55,1641,54,55,22,46,997,26
2016-02-13,781,88,1728,38,55,18,41,910,18
2016-02-14,786,70,2004,57,70,24,29,903,8
2016-02-15,954,71,1483,64,84,24,33,945,25
2016-02-16,981,73,1489,75,99,19,37,1031,16
2016-02-17,845,72,1587,69,72,40,40,975,13
2016-02-18,1045,49,1491,53,69,22,30,1516,15
2016-02-19,988,76,1552,61,59,25,32,1218,23
2016-02-20,758,63,1971,51,75,41,33,996,23
2016-02-21,933,61,1627,84,96,32,59,1060,44
2016-02-22,1156,57,1459,51,77,19,52,1072,16
2016-02-23,1008,113,1514,57,68,27,39,991,22
2016-02-24,1004,67,2088,49,77,22,36,1031,7
2016-02-25,1058,75,1767,53,60,15,58,1051,14
2016-02-26,898,85,1784,70,82,22,34,962,12
2016-02-27,751,79,1593,53,67,17,20,982,12
2016-02-28,1024,79,1600,62,64,24,55,946,15
2016-02-29,989,74,1336,66,92,25,31,926,15
2016-03-01,1067,70,1408,58,87,20,26,1045,13
2016-03-02,1007,79,1425,61,100,21,27,1030,14
2016-03-03,945,60,1553,61,91,23,33,2726,16
2016-03-04,895,57,1564,47,79,21,34,1467,14
2016-03-05,738,48,1529,60,100,24,44,1178,22
2016-03-06,946,65,1452,57,144,17,40,1093,15
2016-03-07,1003,78,1536,48,117,21,32,1066,15
2016-03-08,1068,44,1634,54,109,22,33,1069,19
2016-03-09,1085,66,1482,100,95,42,45,981,18
2016-03-10,936,63,1587,89,73,45,40,1023,15
2016-03-11,857,61,1786,69,87,26,59,1204,19
2016-03-12,764,60,1792,70,63,32,36,959,20
2016-03-13,822,71,1665,66,82,38,39,979,15
2016-03-14,893,49,1496,77,75,35,41,949,17
2016-03-15,1000,53,1560,65,100,50,50,975,20
2016-03-16,856,61,1500,72,86,87,30,903,13
2016-03-17,1035,59,1433,84,85,27,22,1027,21
2016-03-18,1061,65,1573,54,84,31,47,999,18
2016-03-19,990,95,1639,54,80,20,36,885,19
2016-03-20,933,74,1556,64,79,18,56,917,12
2016-03-21,1172,64,1634,65,72,18,59,950,14
2016-03-22,1068,50,1385,67,81,22,47,1123,24
2016-03-23,950,71,1501,68,94,20,25,956,14
2016-03-24,1186,55,1543,89,84,22,34,1265,18
2016-03-25,876,63,1648,61,81,34,25,1104,11
2016-03-26,938,57,1911,83,103,26,36,1013,13
2016-03-27,1059,58,1697,49,119,25,42,998,12
2016-03-28,1168,68,1662,80,94,20,32,960,14
2016-03-29,1153,73,1523,71,69,29,23,946,14
2016-03-30,1049,69,1584,83,73,37,30,1117,18
2016-03-31,1153,68,1474,77,114,35,37,1095,23
2016-04-01,939,65,1576,102,84,28,31,1033,12
2016-04-02,861,56,1504,87,72,30,51,910,13
2016-04-03,949,62,1569,121,179,36,44,895,17
2016-04-04,1046,68,1446,123,100,31,30,900,22
2016-04-05,1044,60,1590,140,87,26,34,1201,17
2016-04-06,1150,70,1551,108,97,27,34,1081,14
2016-04-07,973,59,1673,63,85,28,28,1111,11
2016-04-08,937,50,1604,55,105,17,29,1164,36
2016-04-09,910,70,1577,55,85,45,47,1037,20
2016-04-10,1043,80,1750,54,130,33,39,1070,28
2016-04-11,1179,63,1415,66,102,25,27,1032,14
2016-04-12,1026,81,1557,52,104,30,31,1080,18
2016-04-13,1096,66,1594,42,83,28,39,1476,17
2016-04-14,1151,70,1509,63,64,41,34,1277,21
2016-04-15,973,70,1576,52,68,37,32,1370,24
2016-04-16,829,65,1614,43,81,29,24,1527,14
2016-04-17,1068,61,1643,46,84,17,33,1565,15
2016-04-18,1143,84,1726,73,106,31,31,1707,11
2016-04-19,1049,79,1584,60,83,47,55,1626,19
2016-04-20,1178,61,1543,54,117,48,69,1503,19
2016-04-21,1061,52,1513,46,93,32,50,1298,10
2016-04-22,1066,62,1854,42,78,25,45,1304,27
2016-04-23,864,62,1739,54,76,27,26,1141,14
2016-04-24,999,71,1595,67,121,29,53,1119,30
2016-04-25,1042,70,1630,40,96,9,28,1172,11
2016-04-26,1182,63,1575,55,89,26,46,1199,19
2016-04-27,1042,63,1663,46,110,32,31,1149,20
2016-04-28,1201,78,1650,45,131,35,37,1170,30
2016-04-29,1114,42,1763,55,130,17,30,1266,22
2016-04-30,858,52,1751,41,93,18,53,1128,10
2016-05-01,1036,76,1702,41,106,16,47,1136,16
2016-05-02,1154,47,1564,64,99,41,35,1027,17
2016-05-03,1021,60,1723,52,100,32,45,984,16
2016-05-04,1110,55,1469,62,106,25,76,1021,16
2016-05-05,1189,74,1673,65,109,31,34,1081,20
2016-05-06,1149,36,1636,36,106,19,31,1097,25
2016-05-07,970,49,1460,50,125,30,48,1021,22
2016-05-08,1036,57,1461,39,106,30,58,983,26
2016-05-09,1423,67,1675,55,87,47,44,1050,17
2016-05-10,1221,51,1871,58,112,36,35,1027,25
2016-05-11,1583,56,1615,54,100,31,41,1102,25
2016-05-12,1089,57,1531,42,121,21,27,1130,18
2016-05-13,983,49,1541,58,129,32,32,1027,19
2016-05-14,1017,55,1514,50,105,22,57,1043,20
2016-05-15,1133,67,1717,45,106,40,31,1019,20
2016-05-16,1254,38,1551,55,120,32,42,1060,38
2016-05-17,1184,62,1506,49,157,31,35,1174,39
2016-05-18,1140,57,2234,54,159,26,32,1120,17
2016-05-19,976,57,4551,62,122,42,45,1069,28
2016-05-20,1009,54,2728,39,149,18,43,1080,17
2016-05-21,934,60,2235,47,277,39,41,1101,39
2016-05-22,1089,51,1696,39,236,20,44,1237,19
2016-05-23,1120,43,1816,53,153,38,59,1169,72
2016-05-24,1157,59,1898,30,221,30,67,1105,38
2016-05-25,964,52,1699,64,191,31,53,1066,33
2016-05-26,1041,66,1696,55,177,41,53,1179,27
2016-05-27,1050,60,1864,48,165,32,114,1082,22
2016-05-28,1415,45,1785,36,281,49,73,1117,40
2016-05-29,1080,67,1671,57,286,52,66,1181,21
2016-05-30,1386,65,1871,65,221,46,49,1189,28
2016-05-31,1367,57,1709,40,183,34,47,1115,28
2016-06-01,1160,64,1896,47,172,41,38,1098,18
2016-06-02,1089,46,1886,51,156,66,32,1031,28
2016-06-03,1141,85,1723,43,134,46,36,1319,33
2016-06-04,1148,68,1616,50,133,52,290,1141,25
2016-06-05,1310,61,1662,46,179,73,146,1146,43
2016-06-06,1317,57,1667,42,206,90,50,1111,22
2016-06-07,1334,71,1831,41,171,71,49,1147,22
2016-06-08,1175,74,1614,40,128,44,38,1041,20
2016-06-09,1174,60,1730,61,142,52,49,939,23
2016-06-10,1132,58,1825,34,150,39,28,969,14
2016-06-11,883,85,1959,33,195,26,51,872,29
2016-06-12,1111,85,1655,75,207,48,38,902,24
2016-06-13,1129,64,1389,72,186,25,38,935,31
2016-06-14,1005,64,1356,75,129,36,49,887,38
2016-06-15,1127,84,1522,74,129,37,38,942,49
2016-06-16,1015,85,1479,66,139,35,47,913,29
2016-06-17,1044,79,1508,81,128,35,39,1012,19
2016-06-18,1013,59,1557,93,129,28,41,856,34
2016-06-19,1177,73,1389,109,145,52,41,994,31
2016-06-20,1083,69,1325,61,173,46,58,887,28
2016-06-21,1156,72,1455,54,165,38,40,863,23
2016-06-22,977,64,1455,52,256,29,30,889,13
2016-06-23,1249,49,1543,58,173,18,29,867,25
2016-06-24,1080,48,1484,477,118,31,45,844,17
2016-06-25,1107,49,1373,147,147,29,57,813,13
2016-06-26,1286,52,1314,103,131,28,65,783,10
2016-06-27,1195,42,1245,77,208,36,65,846,24
2016-06-28,1131,49,1363,62,276,26,31,812,15
2016-06-29,1285,55,1385,62,273,40,31,945,13
2016-06-30,1246,35,1399,55,347,38,66,883,15
2016-07-01,1248,41,1420,52,432,46,52,850,16
2016-07-02,1465,38,1448,84,792,18,50,812,16
2016-07-03,1253,55,1491,47,969,35,51,833,22
2016-07-04,1592,60,1519,68,1489,62,44,772,34
2016-07-05,1347,58,1484,74,978,33,80,917,10
2016-07-06,1136,40,1280,72,879,187,52,896,20
2016-07-07,1045,58,1329,37,1056,33,46,1105,14
2016-07-08,1143,35,1358,42,2260,18,38,1099,10
2016-07-09,1570,44,1369,36,1578,33,45,953,38
2016-07-10,1077,54,1449,36,1786,45,51,842,48
2016-07-11,1201,56,1365,42,907,35,29,879,26
2016-07-12,1434,65,1375,59,1481,56,54,919,29
2016-07-13,1835,55,1269,79,1340,30,176,852,22
2016-07-14,1285,56,1490,44,2051,59,156,926,20
2016-07-15,1101,53,1506,33,1591,35,84,963,16
2016-07-16,1020,45,1332,53,1643,34,69,825,10
2016-07-17,1449,58,1424,46,1869,40,87,834,24
2016-07-18,1365,65,1556,44,2313,35,71,858,15
2016-07-19,1072,56,1585,47,1263,34,39,932,18
2016-07-20,1041,49,2034,31,1811,26,40,950,10
2016-07-21,1021,59,2078,48,2458,29,60,920,17
2016-07-22,1161,65,1625,28,1948,29,40,925,22
2016-07-23,1132,60,1468,54,2991,31,33,819,22
2016-07-24,1289,52,1422,38,4606,38,43,914,24
2016-07-25,1292,56,1473,53,2443,40,56,2524,23
2016-07-26,1194,84,1614,55,1077,40,44,2020,14
2016-07-27,1071,75,1664,45,617,29,46,1304,27
2016-07-28,1053,70,1733,44,478,50,30,1109,19
2016-07-29,1697,85,1623,37,352,46,40,963,20
2016-07-30,1184,55,1487,45,341,48,56,851,21
2016-07-31,1312,51,1598,61,351,34,57,918,32
2016-08-01,1367,60,1537,55,336,36,58,882,10
2016-08-02,1192,66,1411,47,301,34,31,925,23
2016-08-03,1138,66,1480,42,235,35,48,1006,26
2016-08-04,1203,55,1496,48,222,40,38,954,17
2016-08-05,1111,55,1620,38,241,64,41,980,19
2016-08-06,1200,53,1358,54,599,40,59,844,23
2016-08-07,1252,57,1348,46,268,36,50,816,22
2016-08-08,1181,59,1183,38,217,33,27,906,20
2016-08-09,1161,51,1311,42,160,36,48,810,19
2016-08-10,988,58,1344,41,469,42,38,898,11
2016-08-11,1194,40,1389,34,380,37,38,881,21
2016-08-12,1238,54,1364,32,865,37,37,1019,19
2016-08-13,1104,50,1293,35,671,39,39,916,17
2016-08-14,1080,72,1209,41,361,51,47,960,34
2016-08-15,1127,47,1282,52,436,42,34,927,27
2016-08-16,1138,52,1419,36,326,39,27,968,16
2016-08-17,1398,61,1387,41,235,49,30,918,30
2016-08-18,1294,79,1447,30,158,60,52,1574,26
2016-08-19,1166,85,1624,43,158,52,34,3438,15
2016-08-20,1057,53,1504,69,156,41,31,2000,25
2016-08-21,1146,61,1353,56,153,56,56,1986,30
2016-08-22,1499,66,1463,56,169,53,43,1731,28
2016-08-23,1400,77,1350,46,151,64,47,1681,26
2016-08-24,1315,73,1498,49,142,43,42,1470,21
2016-08-25,1399,66,1685,54,166,43,47,1464,21
2016-08-26,1137,49,1766,44,116,57,33,1483,34
2016-08-27,1059,66,1548,41,89,60,58,1154,28
2016-08-28,1225,63,1464,50,98,107,64,1249,31
2016-08-29,1267,59,1557,59,170,65,47,1267,34
2016-08-30,1366,56,1638,93,126,73,50,1199,23
2016-08-31,1314,43,1494,54,155,61,37,1151,31
2016-09-01,1133,58,1478,46,149,109,40,1086,16
2016-09-02,1158,62,1460,37,140,140,64,1183,27
2016-09-03,1091,46,1400,37,159,88,53,1163,23
2016-09-04,1300,46,1339,24,180,60,67,1055,18
2016-09-05,1303,53,1623,54,157,60,72,1100,23
2016-09-06,1219,67,1457,44,144,62,72,1116,29
2016-09-07,1187,55,1216,46,159,41,49,1072,34
2016-09-08,1312,48,1547,63,204,41,42,1055,20
2016-09-09,1425,65,1699,44,161,39,39,1214,20
2016-09-10,1048,52,1417,37,219,29,64,1116,21
2016-09-11,1338,46,1223,46,236,61,60,1108,13
2016-09-12,1428,60,1230,61,214,34,45,1033,27
2016-09-13,1262,59,1330,48,172,38,35,1118,32
2016-09-14,1332,64,1339,60,84,57,36,949,30
2016-09-15,1301,59,1284,42,189,62,36,1058,28
2016-09-16,1353,52,1347,67,114,52,29,1059,21
2016-09-17,1223,52,1275,30,115,41,61,1043,19
2016-09-18,1321,76,1236,33,94,37,55,1013,30
2016-09-19,1358,59,1278,66,118,52,48,908,28
2016-09-20,1382,48,1311,36,106,35,51,1056,19
2016-09-21,1536,59,1224,37,88,39,42,1013,22
2016-09-22,1740,74,1492,176,103,132,200,1200,116
2016-09-23,1235,238,1236,43,121,48,38,1059,29
2016-09-24,961,40,1353,34,111,50,52,1034,34
2016-09-25,1307,70,1187,38,191,33,44,1034,17
2016-09-26,1438,79,1256,52,248,27,39,1478,34
2016-09-27,1390,70,1107,42,167,37,43,2038,18
2016-09-28,1606,88,1164,42,123,58,83,1622,21
2016-09-29,1314,59,1288,47,112,49,63,1500,36
2016-09-30,1324,43,1384,45,127,51,39,1612,22
2016-10-01,1035,52,1319,45,95,105,45,1333,99
2016-10-02,1354,63,1201,34,62,79,51,1219,33
2016-10-03,1611,42,1243,43,72,83,39,1219,24
2016-10-04,1467,41,1298,40,73,149,62,1170,34
2016-10-05,1213,38,1267,48,64,182,50,1189,31
2016-10-06,1519,63,1294,71,63,361,42,1125,21
2016-10-07,1381,46,1434,59,110,402,37,1242,29
2016-10-08,1344,66,1301,44,87,246,43,1079,29
2016-10-09,1577,71,1241,47,68,129,40,1098,22
2016-10-10,1526,68,1138,44,87,103,43,1047,30
2016-10-11,1376,60,1190,33,58,106,31,1092,28
2016-10-12,1452,60,1474,37,67,97,33,1045,23
2016-10-13,1570,51,1388,50,95,94,39,1080,19
2016-10-14,1434,49,1326,49,138,92,34,1053,18
2016-10-15,1293,64,1331,38,93,69,37,1021,23
2016-10-16,1309,57,1412,36,174,65,48,1017,32
2016-10-17,1353,61,1233,45,82,86,47,944,30
2016-10-18,1198,61,1315,43,310,122,45,981,33
2016-10-19,1257,54,1401,53,238,81,25,959,28
2016-10-20,1262,57,1157,52,119,69,29,1014,20
2016-10-21,1015,72,1362,44,79,49,44,1085,15
2016-10-22,1181,56,1293,37,70,30,31,1027,22
2016-10-23,1356,52,1319,33,57,39,50,1001,17
2016-10-24,1298,59,1245,34,66,47,37,992,34
2016-10-25,1402,69,1235,45,63,42,35,987,26
2016-10-26,1363,78,1232,42,61,30,45,998,16
2016-10-27,1233,49,1249,56,57,22,32,1062,21
2016-10-28,1198,52,1194,61,63,37,42,1085,35
2016-10-29,1092,50,1410,42,53,41,39,910,17
2016-10-30,893,54,1131,59,72,48,50,888,22
2016-10-31,1135,42,1334,72,61,29,44,1048,22
2016-11-01,1110,84,1139,55,58,48,29,1263,23
2016-11-02,1638,62,1205,53,76,30,23,1219,23
2016-11-03,1304,53,1219,40,63,35,44,1142,21
2016-11-04,1213,48,1336,35,77,27,44,1258,18
2016-11-05,917,41,1374,43,46,38,34,1219,60
2016-11-06,1236,50,1333,39,47,29,32,1180,21
2016-11-07,1409,60,1334,65,66,22,61,1348,28
2016-11-08,1212,57,1269,37,52,27,35,1147,30
2016-11-09,1039,55,975,44,61,35,25,1023,19
2016-11-10,1366,66,1188,37,70,26,33,1011,31
2016-11-11,1101,45,1343,50,48,28,20,1121,17
2016-11-12,1160,64,1481,43,47,30,19,1191,25
2016-11-13,1180,84,1304,41,58,27,34,1224,16
2016-11-14,1034,100,1205,49,99,32,45,1355,21
2016-11-15,1000,101,1290,72,121,69,30,1404,19
2016-11-16,959,75,1347,48,98,25,25,1671,25
2016-11-17,1344,67,1465,43,92,37,27,2724,15
2016-11-18,1100,54,1376,57,104,62,21,3771,22
2016-11-19,888,71,1395,50,80,44,41,3136,16
2016-11-20,919,82,1329,72,55,24,40,2691,19
2016-11-21,1328,56,1205,59,86,35,80,2534,19
