Date,"Panggilan Darah","Canada","Grey jay","Castle","Baseball","Head VI","Eega","The Beatles","Oregon Caves National Monument and Preserve"
2017-11-30,8,18344,139,1239,2813,71,544,14929,26
2017-12-01,10,17179,116,1117,2468,60,565,13453,43
2017-12-02,91,14628,125,912,2022,52,862,14063,33
2017-12-03,6,16441,177,1182,2373,59,548,14099,36
2017-12-04,7,19256,162,1308,2571,133,510,14730,37
2017-12-05,4,18689,184,1344,2729,67,504,13578,27
2017-12-06,10,20882,135,1177,2863,43,679,13958,45
2017-12-07,8,19178,140,1234,2563,76,574,13126,41
2017-12-08,10,17233,142,1215,2489,64,689,14585,46
2017-12-09,123,15392,149,995,1884,42,957,14594,38
2017-12-10,31,17258,199,1166,2066,74,728,13508,36
2017-12-11,31,20510,177,1324,2744,65,619,14103,41
2017-12-12,18,18304,167,1174,2728,62,570,12124,42
2017-12-13,12,18509,153,1220,2574,71,900,11574,43
2017-12-14,21,19248,129,1237,2435,81,653,11269,34
2017-12-15,11,15797,144,1043,2417,66,779,10615,34
2017-12-16,12,14731,150,923,1930,55,647,10699,27
2017-12-17,15,17311,168,924,2092,54,779,12869,32
2017-12-18,100,17578,113,1145,2409,79,1006,12166,32
2017-12-19,11,18585,125,1102,2232,67,706,11100,34
2017-12-20,11,16803,154,944,2000,76,625,11247,30
2017-12-21,14,15812,94,919,1893,44,772,10132,26
2017-12-22,2,14286,109,787,1676,31,693,11344,15
2017-12-23,8,13615,123,769,1630,30,680,10506,27
2017-12-24,4,13909,160,743,1587,38,751,11695,25
2017-12-25,9,15036,180,738,1608,20,863,11406,36
2017-12-26,8,18044,187,946,2086,38,818,15340,34
2017-12-27,13,17943,198,983,1743,44,871,11047,39
2017-12-28,9,17429,159,943,1874,36,892,11022,43
2017-12-29,9,16474,154,916,1741,42,1007,12866,36
2017-12-30,10,16029,148,966,1640,50,833,16928,38
2017-12-31,11,16062,168,1274,1699,32,779,13471,42
2018-01-01,7,16144,199,872,1641,52,727,12588,32
2018-01-02,10,18698,169,1275,1992,31,855,11886,51
2018-01-03,11,18342,171,1216,2161,51,886,12004,44
2018-01-04,5,17909,391,1199,2228,44,826,12114,30
2018-01-05,4,17965,164,1187,2226,63,832,23455,50
2018-01-06,9,19856,151,1120,2012,47,843,15111,152
2018-01-07,10,18223,451,1418,3212,45,998,13761,76
2018-01-08,4,19141,149,1352,2566,55,752,12161,44
2018-01-09,4,21156,165,1364,2881,45,789,11699,36
2018-01-10,8,21491,140,1259,2831,67,708,12732,33
2018-01-11,12,19476,244,1376,2879,63,706,13129,35
2018-01-12,10,18875,135,1214,2625,53,688,12332,40
2018-01-13,8,17620,224,1119,2084,46,937,11981,22
2018-01-14,15,18303,221,1249,2553,57,1200,11860,49
2018-01-15,8,20456,238,1330,2678,46,774,12039,35
2018-01-16,6,20502,285,1298,3202,61,705,12304,33
2018-01-17,7,20815,164,1311,3085,64,708,11816,34
2018-01-18,10,20264,135,1344,2982,45,753,12332,49
2018-01-19,8,18379,127,1250,2840,56,640,12621,41
2018-01-20,7,16742,125,1138,2205,45,730,11785,46
2018-01-21,6,18409,176,1221,2487,53,777,12306,38
2018-01-22,7,21446,173,1461,3077,80,954,11514,37
2018-01-23,7,22386,150,1340,3086,59,1047,12028,33
2018-01-24,5,20180,122,1501,3199,67,881,11805,33
2018-01-25,7,19909,138,1307,2940,67,866,11935,44
2018-01-26,7,18929,158,1140,2821,68,1117,11262,38
2018-01-27,2,16297,151,952,2236,34,853,11209,37
2018-01-28,7,19728,192,1302,2637,43,1069,12750,37
2018-01-29,6,19997,139,1504,3056,86,887,13332,44
2018-01-30,9,19825,127,1309,3217,71,771,12917,42
2018-01-31,5,19708,128,1383,3116,71,763,11653,30
2018-02-01,6,20163,136,1249,3327,57,741,11639,30
2018-02-02,12,18914,153,1074,2865,71,734,11723,38
2018-02-03,8,16652,151,1045,2411,69,748,11687,49
2018-02-04,6,17784,157,1190,2952,61,814,14280,37
2018-02-05,8,19704,143,1378,3731,67,742,11716,35
2018-02-06,7,20106,127,1298,3362,81,707,11898,40
2018-02-07,10,20277,145,1343,3123,47,689,13433,40
2018-02-08,11,20725,116,1266,3112,62,708,13493,54
2018-02-09,11,19820,172,1213,2892,48,660,12972,45
2018-02-10,6,20131,153,929,2421,72,693,14132,35
2018-02-11,12,20036,180,1075,2737,65,789,13520,35
2018-02-12,7,22187,181,1297,3065,54,890,13480,51
2018-02-13,4,24247,177,1217,3131,50,750,12177,34
2018-02-14,3,21675,150,1210,3091,51,606,11643,44
2018-02-15,11,23192,210,1094,2764,52,543,11516,57
2018-02-16,8,19361,138,1081,2707,54,591,11254,30
2018-02-17,8,19189,169,1001,2281,41,642,11346,38
2018-02-18,4,22229,167,1110,3472,48,646,11963,47
2018-02-19,6,27305,178,1270,2871,70,548,12168,37
2018-02-20,7,27576,192,1404,3090,82,543,24863,45
2018-02-21,11,28809,178,1395,3249,77,494,11628,50
2018-02-22,21,30033,160,1334,3063,84,571,11728,42
2018-02-23,7,30230,168,1226,2941,73,652,11989,53
2018-02-24,12,22351,174,1008,2591,76,761,11664,36
2018-02-25,22,22190,190,1119,2917,76,637,17580,60
2018-02-26,9,23835,158,1427,3362,95,680,15305,47
2018-02-27,13,21667,178,1357,3169,86,584,13835,45
2018-02-28,6,22371,167,1380,3240,68,639,12524,49
2018-03-01,9,21717,127,1252,2999,613,562,12360,41
2018-03-02,12,20675,125,1146,2679,124,584,12209,35
2018-03-03,12,20232,147,1084,2376,109,1019,11402,48
2018-03-04,9,19681,186,1227,3599,108,667,13341,40
2018-03-05,5,21370,198,1302,3253,104,502,12978,50
2018-03-06,8,21587,155,1312,3491,74,513,12868,36
2018-03-07,7,21951,142,2338,3248,74,580,13522,34
2018-03-08,11,21481,147,1603,3078,71,507,12568,48
2018-03-09,10,19166,157,1184,2941,71,521,12250,48
2018-03-10,7,18507,144,1011,2307,49,632,11500,50
2018-03-11,4,19011,195,1156,3586,60,643,13927,42
2018-03-12,9,21133,201,1422,3221,79,634,15533,51
2018-03-13,12,21506,190,1314,3307,76,573,44244,61
2018-03-14,6,21405,166,1281,3302,75,585,13577,33
2018-03-15,8,20915,147,1320,3354,99,530,13406,53
2018-03-16,9,18368,120,1160,2872,63,596,12402,44
2018-03-17,10,16107,159,917,2211,71,599,11815,39
2018-03-18,3,17725,129,1149,2527,74,663,12997,42
2018-03-19,13,20132,188,1415,3082,82,561,12974,37
2018-03-20,9,19933,159,1308,3109,87,610,19541,38
2018-03-21,9,19508,174,1309,2972,72,513,17801,41
2018-03-22,7,19325,159,1199,3658,74,1403,14349,51
2018-03-23,12,17647,142,1188,2825,74,723,12525,42
2018-03-24,127,15622,152,937,2241,36,645,13953,46
2018-03-25,5,17721,196,1059,2566,61,648,15437,53
2018-03-26,10,19768,169,1231,3078,77,576,13433,59
2018-03-27,6,19023,153,1552,3113,82,577,12633,50
2018-03-28,15,18412,160,1131,2991,83,618,12035,53
2018-03-29,6,17814,146,1076,4735,55,539,11343,44
2018-03-30,8,16526,122,1076,3470,54,556,11756,51
2018-03-31,5,15315,141,1006,3272,56,790,11453,42
2018-04-01,7,15986,175,994,3210,67,702,11050,48
2018-04-02,11,18030,162,1126,3467,80,970,11607,58
2018-04-03,11,18562,145,1241,3753,73,656,12097,43
2018-04-04,5,19870,160,1090,3664,78,607,11809,55
2018-04-05,7,19750,121,1065,3266,60,556,11661,53
2018-04-06,10,18316,159,1023,3304,87,627,11457,51
2018-04-07,3,17316,164,1018,2973,42,612,10553,45
2018-04-08,7,19464,154,1413,3288,57,687,12161,77
2018-04-09,7,22574,147,1308,3719,56,647,12550,59
2018-04-10,9,20287,152,1214,3841,80,601,13372,46
2018-04-11,10,20491,121,1230,4074,68,600,12309,71
2018-04-12,14,20429,143,1180,3944,73,593,12158,67
2018-04-13,10,18649,153,1158,3546,47,569,11928,56
2018-04-14,13,21618,155,1512,3198,91,596,10690,52
2018-04-15,11,18809,166,1186,3261,79,2035,12640,72
2018-04-16,5,20906,158,1401,3494,91,658,12873,52
2018-04-17,9,21598,152,1628,3649,91,571,12527,56
2018-04-18,8,19461,135,1314,4036,83,572,15759,49
2018-04-19,6,19443,140,1322,4507,76,565,13508,36
2018-04-20,4,19877,139,1243,3385,70,847,11984,43
2018-04-21,4,15436,118,901,2979,43,582,10187,31
2018-04-22,10,17386,138,1035,3177,67,656,11119,43
2018-04-23,13,21792,144,1373,3642,68,623,12016,55
2018-04-24,3,23355,137,1336,3624,69,811,12145,37
2018-04-25,10,22615,158,1364,3923,67,517,11589,41
2018-04-26,6,18495,130,1299,3684,69,547,11464,40
2018-04-27,6,16311,122,1083,3172,72,443,11011,30
2018-04-28,6,13329,132,946,2500,61,597,9847,46
2018-04-29,8,15122,142,1469,2793,51,500,10270,39
2018-04-30,4,17398,172,1323,3504,72,546,11663,39
2018-05-01,9,17860,157,1290,3801,79,573,11658,54
2018-05-02,3,20811,136,1294,3763,90,553,11208,30
2018-05-03,10,18232,170,1364,3561,76,660,11631,49
2018-05-04,4,17014,130,1099,3455,81,517,11141,46
2018-05-05,5,14448,116,886,3098,49,955,10119,34
2018-05-06,6,17065,168,902,3083,59,648,11463,52
2018-05-07,6,18513,164,1322,3622,103,528,11749,74
2018-05-08,4,19290,138,1286,3858,95,510,11262,69
2018-05-09,5,20109,146,1269,4239,65,517,11734,40
2018-05-10,8,19731,150,1214,3822,79,548,12041,56
2018-05-11,4,17431,121,1152,3691,116,1379,11645,58
2018-05-12,3,15269,134,856,3188,56,748,10414,41
2018-05-13,11,16315,191,1014,3244,62,1013,11010,43
2018-05-14,4,22961,193,1472,3768,98,735,12130,52
2018-05-15,3,19563,162,1378,3623,61,919,12464,66
2018-05-16,11,19467,180,1288,3920,77,637,12369,73
2018-05-17,9,19535,141,1659,4705,69,772,12417,57
2018-05-18,8,18258,201,1405,3426,62,575,11579,54
2018-05-19,10,20003,180,2343,2924,61,559,10875,43
2018-05-20,5,21830,181,1597,3370,66,602,11590,37
2018-05-21,8,21576,183,1549,3619,92,522,11979,70
2018-05-22,5,21360,946,1416,3975,78,559,12074,44
2018-05-23,16,19949,494,1400,5064,87,635,11623,68
2018-05-24,12,19231,281,1355,3962,67,600,11347,77
2018-05-25,5,18790,226,1247,4315,62,876,10914,47
2018-05-26,6,16346,256,1022,4094,54,671,11214,48
2018-05-27,8,16816,246,1059,3252,68,598,11568,60
2018-05-28,4,19216,259,1190,3479,73,643,12053,49
2018-05-29,4,20425,202,1233,3716,64,562,11342,63
2018-05-30,10,19195,219,1327,3758,101,556,10866,63
2018-05-31,4,18725,199,1152,3359,52,510,10742,48
2018-06-01,10,18048,138,1132,3545,52,592,10652,55
2018-06-02,6,15584,152,908,3083,54,549,10489,53
2018-06-03,4,18210,189,1076,4255,62,613,11240,54
2018-06-04,5,21312,179,1265,3787,74,604,11651,76
2018-06-05,6,19667,160,1270,3888,67,554,11577,55
2018-06-06,8,24400,160,1194,3800,105,562,11568,64
2018-06-07,8,30140,134,1146,3663,65,635,11265,62
2018-06-08,10,25361,148,1091,3262,69,582,10668,60
2018-06-09,3,21903,152,812,3269,64,949,10006,35
2018-06-10,2,27351,180,955,3606,84,967,11838,50
2018-06-11,4,25811,166,1111,3526,70,579,12145,69
2018-06-12,6,24187,159,1086,3504,74,593,10428,64
2018-06-13,5,21773,200,1061,3729,73,599,10656,47
2018-06-14,0,0,0,0,0,0,0,0,0
2018-06-15,6,18104,149,920,3159,50,536,10095,47
2018-06-16,5,16451,158,765,2933,53,582,9032,46
2018-06-17,10,17297,165,897,3792,81,972,9814,35
