Date,"Apatosaurus","Edward III of England","William Henry Bury","Wood Siding railway station","Here We Go Again (Ray Charles song)","Brabham","Vampire","Zenobia","U.S. Route 113"
2016-11-13,674,3478,37,8,52,353,3934,470,16
2016-11-14,629,2629,38,15,42,293,3924,551,20
2016-11-15,627,2094,35,14,54,272,3659,604,23
2016-11-16,657,2640,27,14,55,264,4081,501,26
2016-11-17,624,2730,15,8,43,219,3717,506,22
2016-11-18,602,2090,30,12,41,223,3447,475,17
2016-11-19,560,2009,28,13,52,221,3264,411,21
2016-11-20,697,2355,30,15,56,220,3637,507,12
2016-11-21,600,2739,34,8,36,200,3410,441,17
2016-11-22,569,2068,37,7,48,258,3299,468,18
2016-11-23,535,2263,30,3,31,163,3262,507,8
2016-11-24,884,15607,36,12,33,190,3160,370,20
2016-11-25,723,11863,32,21,84,214,3008,366,17
2016-11-26,592,7236,64,11,61,244,3342,436,32
2016-11-27,724,6141,50,12,38,580,3657,490,35
2016-11-28,575,4769,26,9,43,443,3725,535,29
2016-11-29,597,5182,27,15,44,306,3302,459,26
2016-11-30,629,3562,22,12,43,240,3436,481,24
2016-12-01,582,4824,43,7,29,229,3225,464,15
2016-12-02,632,3037,34,11,41,367,3216,521,19
2016-12-03,553,2800,55,16,57,412,3215,490,29
2016-12-04,613,3016,47,20,40,422,3614,435,30
2016-12-05,567,2712,51,12,35,374,3639,610,19
2016-12-06,743,2846,42,13,49,319,3283,535,29
2016-12-07,763,2783,42,12,42,303,3323,528,16
2016-12-08,665,2918,60,18,50,360,3089,527,25
2016-12-09,771,2732,30,21,47,260,2968,513,22
2016-12-10,740,2374,27,14,58,279,3043,541,19
2016-12-11,707,2465,31,7,32,287,3295,893,18
2016-12-12,642,3293,55,17,43,290,3312,866,23
2016-12-13,608,2551,40,8,51,244,3123,630,13
2016-12-14,621,2540,43,13,49,221,3080,554,24
2016-12-15,541,2331,57,13,34,255,3042,485,20
2016-12-16,557,2214,31,15,45,214,2780,439,22
2016-12-17,581,2089,34,14,39,281,2847,349,25
2016-12-18,565,2407,25,13,55,226,3330,533,13
2016-12-19,633,3335,39,8,26,240,3233,482,21
2016-12-20,528,2439,28,15,42,252,3068,478,19
2016-12-21,483,2189,29,10,31,228,2838,463,24
2016-12-22,650,2540,33,10,42,210,2933,507,36
2016-12-23,623,2795,22,16,44,191,2720,525,21
2016-12-24,1021,1871,15,8,31,686,2832,461,27
2016-12-25,682,2566,304,19,50,210,2603,522,21
2016-12-26,649,3400,22,9,32,226,3763,491,393
2016-12-27,658,2822,31,12,530,215,3227,488,27
2016-12-28,649,3345,35,121,44,168,3227,507,21
2016-12-29,656,3000,22,11,36,192,3197,473,32
2016-12-30,648,2887,18,5,33,192,3264,474,28
2016-12-31,627,2884,17,5,32,172,2968,420,17
2017-01-01,838,2928,46,5,39,303,3136,473,15
2017-01-02,801,3644,28,10,25,273,3612,567,15
2017-01-03,781,3036,32,11,34,243,3694,586,20
2017-01-04,678,2738,20,13,48,252,3667,524,16
2017-01-05,718,2972,35,12,48,220,3959,565,25
2017-01-06,652,2853,75,15,48,197,3544,455,29
2017-01-07,694,2548,62,6,48,214,3740,546,19
2017-01-08,711,3040,47,15,48,241,4203,605,23
2017-01-09,757,2642,38,7,43,200,3724,543,23
2017-01-10,594,2648,46,10,39,193,3886,505,22
2017-01-11,630,2490,33,14,42,208,3643,574,14
2017-01-12,693,2552,52,18,46,208,3423,518,15
2017-01-13,632,2563,34,6,42,203,3306,527,22
2017-01-14,699,2329,24,12,34,179,3445,664,20
2017-01-15,834,2927,31,7,49,186,3682,621,15
2017-01-16,757,2970,66,16,38,202,3640,589,32
2017-01-17,861,2660,46,12,52,346,3386,506,13
2017-01-18,883,2474,50,4,42,198,3438,468,11
2017-01-19,694,2447,42,12,37,221,3258,481,22
2017-01-20,855,2301,38,13,54,200,3065,703,17
2017-01-21,644,2150,25,8,44,217,3043,573,15
2017-01-22,840,2556,52,12,56,190,3457,518,18
2017-01-23,774,3059,29,16,42,3712,3530,519,27
2017-01-24,613,2494,44,10,49,892,3247,488,21
2017-01-25,673,3164,46,17,42,417,3091,493,18
2017-01-26,720,2544,33,11,40,340,3429,475,31
2017-01-27,636,2351,29,12,32,253,3475,563,23
2017-01-28,661,2263,33,11,61,247,3608,469,22
2017-01-29,762,2526,43,12,38,206,4042,596,19
2017-01-30,715,2655,58,13,43,210,3875,571,15
2017-01-31,650,2443,46,10,34,200,3472,524,12
2017-02-01,640,28950,47,14,73,235,3358,798,26
2017-02-02,653,3428,42,2,31,223,3209,570,11
2017-02-03,594,2402,9,3,62,190,3274,509,29
2017-02-04,826,2175,32,11,57,217,3407,509,15
2017-02-05,912,2444,37,11,44,212,3736,586,13
2017-02-06,726,3130,29,9,46,189,3319,531,16
2017-02-07,684,2862,43,16,41,240,3409,528,22
2017-02-08,690,2433,39,18,55,184,3252,538,32
2017-02-09,629,2208,30,13,42,217,3409,563,16
2017-02-10,628,2141,28,14,35,168,3398,512,13
2017-02-11,707,2360,27,24,38,192,3572,433,15
2017-02-12,759,2536,33,13,47,226,4097,471,25
2017-02-13,745,2690,50,11,111,168,3565,791,23
2017-02-14,600,2481,25,5,62,218,3680,657,23
2017-02-15,709,2183,44,28,56,172,3413,514,24
2017-02-16,663,2248,33,11,43,163,3397,550,28
2017-02-17,710,2072,28,6,58,200,3278,534,22
2017-02-18,660,2068,26,9,52,167,3527,704,21
2017-02-19,875,2647,22,10,56,182,3721,1450,11
2017-02-20,779,2590,33,11,42,200,3640,624,29
2017-02-21,734,2675,27,6,42,185,3375,619,14
2017-02-22,731,2688,26,8,49,211,3446,540,18
2017-02-23,724,2224,38,13,43,221,3288,562,19
2017-02-24,691,2079,20,105,51,217,3345,551,22
2017-02-25,762,2121,31,27,56,191,3332,508,19
2017-02-26,750,2507,31,32,50,245,3549,588,24
2017-02-27,661,2418,38,15,42,168,3638,516,20
2017-02-28,694,2520,33,13,39,202,3358,617,34
2017-03-01,711,2331,36,14,35,206,3371,628,28
2017-03-02,724,2514,26,10,59,209,3350,796,17
2017-03-03,624,2113,26,8,44,231,3303,852,18
2017-03-04,621,2256,29,12,47,212,3340,575,16
2017-03-05,775,2532,28,12,48,206,3680,577,22
2017-03-06,725,6306,43,10,43,273,3547,666,11
2017-03-07,718,4229,34,13,49,198,3393,652,42
2017-03-08,674,3044,37,11,57,236,3266,871,19
2017-03-09,727,2973,25,11,45,223,3170,873,21
2017-03-10,808,2453,55,23,67,262,3266,668,21
2017-03-11,700,3335,45,12,51,230,3636,634,23
2017-03-12,789,2933,35,16,41,199,4144,621,14
2017-03-13,723,2678,30,12,40,235,3811,644,20
2017-03-14,721,3346,35,18,54,395,3787,697,21
2017-03-15,714,2912,33,11,48,266,3494,678,23
2017-03-16,638,4310,31,10,37,252,3398,631,16
2017-03-17,604,2766,21,7,41,224,3560,564,21
2017-03-18,646,2594,40,12,54,246,3489,678,17
2017-03-19,695,2989,41,15,48,302,3717,617,21
2017-03-20,603,3088,28,11,37,244,3621,853,26
2017-03-21,680,2706,31,9,35,275,3372,885,12
2017-03-22,722,2503,42,15,56,245,3526,656,24
2017-03-23,767,2614,44,22,60,215,3310,543,18
2017-03-24,699,2401,31,6,46,202,3199,705,22
2017-03-25,603,2572,36,18,46,291,3185,449,27
2017-03-26,749,2837,26,7,46,424,3699,591,69
2017-03-27,712,2688,34,12,42,274,3717,599,32
2017-03-28,881,2662,32,13,41,247,3566,558,14
2017-03-29,744,2637,36,19,44,233,3425,542,28
2017-03-30,701,2533,42,15,52,198,3394,556,22
2017-03-31,621,2288,32,9,48,176,3197,522,47
2017-04-01,547,2376,33,15,48,169,3155,537,37
2017-04-02,695,3689,28,11,63,212,3538,581,32
2017-04-03,693,2841,24,5,53,205,3549,535,50
2017-04-04,633,2600,26,8,29,237,3572,483,71
2017-04-05,673,2433,24,16,36,209,3230,559,108
2017-04-06,709,2523,26,12,49,209,3044,546,32
2017-04-07,612,2491,22,11,39,204,2996,630,48
2017-04-08,610,2170,20,10,45,185,3065,669,39
2017-04-09,644,3058,24,11,56,251,3222,534,193
2017-04-10,689,2817,33,19,60,289,3366,659,43
2017-04-11,550,2603,27,9,33,209,3179,566,55
2017-04-12,682,2532,39,16,39,256,3224,605,91
2017-04-13,658,2499,26,12,49,207,3130,593,59
2017-04-14,600,2493,26,11,31,192,3207,519,32
2017-04-15,632,2662,21,10,48,248,3192,499,22
2017-04-16,714,2916,25,17,54,342,3418,525,30
2017-04-17,693,3723,42,14,47,247,3597,587,26
2017-04-18,639,3186,34,21,46,233,3280,573,35
2017-04-19,618,2919,27,7,34,219,3285,557,12
2017-04-20,644,2792,26,17,44,194,3222,561,30
2017-04-21,649,2570,33,12,51,170,3159,513,30
2017-04-22,781,2767,28,20,51,197,3544,462,35
2017-04-23,629,3448,27,9,45,235,3580,547,28
2017-04-24,716,3896,35,12,42,217,3292,602,32
2017-04-25,711,4152,31,13,51,230,3099,659,24
2017-04-26,668,2895,32,12,45,177,3121,534,25
2017-04-27,659,3011,37,20,47,186,3165,525,18
2017-04-28,651,2696,21,10,44,196,3125,576,21
2017-04-29,553,2597,35,8,30,192,3101,458,19
2017-04-30,670,3070,36,21,57,274,3184,494,16
2017-05-01,811,3995,57,24,38,338,3535,910,32
2017-05-02,737,3099,55,38,65,292,3241,710,100
2017-05-03,720,3118,45,24,71,312,3296,541,42
2017-05-04,674,3545,21,15,34,906,3274,577,27
2017-05-05,1210,2898,44,16,38,581,3005,549,23
2017-05-06,769,2921,41,18,49,371,3021,490,31
2017-05-07,650,3133,21,20,50,274,3472,506,18
2017-05-08,702,3614,34,25,47,341,3356,532,24
2017-05-09,670,3215,42,18,58,319,3343,526,27
2017-05-10,614,2837,46,15,66,250,3337,531,28
2017-05-11,737,2813,39,27,63,293,3127,624,30
2017-05-12,678,2910,28,18,30,264,3110,512,20
2017-05-13,684,2943,25,14,68,231,3110,469,23
2017-05-14,644,4154,32,17,40,609,3247,501,21
2017-05-15,989,4155,44,14,38,372,3348,589,31
2017-05-16,39690,3467,47,16,54,287,3349,598,22
2017-05-17,5870,68801,318,15,78,236,3266,652,23
2017-05-18,3883,13984,58484,193,65,246,3213,603,27
2017-05-19,2509,8112,7327,30425,238,242,3130,584,33
2017-05-20,1027,6449,3049,5006,17005,433,3154,501,55
2017-05-21,940,4263,2230,3269,4593,28512,3663,563,37
2017-05-22,834,3948,838,2977,3734,6431,66509,725,46
2017-05-23,826,3495,525,447,2788,3640,14384,42893,164
2017-05-24,784,3201,432,262,280,2148,9388,8496,24257
2017-05-25,645,2938,315,184,185,441,7232,4612,4345
2017-05-26,627,2520,268,153,145,344,3871,3211,2751
2017-05-27,634,2512,251,138,157,359,3571,1085,1849
2017-05-28,651,2898,212,124,135,533,3660,939,295
2017-05-29,733,3453,222,141,134,393,3749,923,228
2017-05-30,707,3075,191,91,100,476,3806,798,176
2017-05-31,634,2749,149,54,102,307,3563,784,114
2017-06-01,535,2679,110,67,90,298,3266,733,113
2017-06-02,521,2372,99,57,73,246,3164,748,70
2017-06-03,519,2284,98,65,86,240,3093,492,100
2017-06-04,616,2822,108,45,74,254,3335,508,89
2017-06-05,588,3049,106,40,58,276,3610,562,66
2017-06-06,582,2713,99,42,80,230,3338,568,68
2017-06-07,632,2523,72,60,93,262,3123,526,50
2017-06-08,562,2794,92,40,84,219,4047,526,49
2017-06-09,502,2490,72,36,91,217,3140,544,45
2017-06-10,517,2602,71,31,72,245,3202,506,55
2017-06-11,680,2881,66,42,72,342,3641,481,47
2017-06-12,608,2694,82,35,39,254,4047,501,54
2017-06-13,514,2405,87,65,61,228,3641,539,61
2017-06-14,532,2362,60,39,68,228,3576,459,40
2017-06-15,541,2341,60,35,59,250,3298,489,57
2017-06-16,514,2089,56,23,44,204,3079,473,37
2017-06-17,622,2380,63,22,43,208,3412,418,40
2017-06-18,625,2872,57,31,55,249,3009,485,76
2017-06-19,599,2349,43,29,67,207,3478,517,42
2017-06-20,605,2897,42,14,50,222,3216,460,39
2017-06-21,591,3017,45,26,45,227,3202,476,47
2017-06-22,601,2638,71,36,44,214,3468,505,50
2017-06-23,556,2336,51,23,47,223,3023,463,37
2017-06-24,620,2303,72,17,48,226,3023,397,42
2017-06-25,675,2463,46,17,44,287,3232,442,45
2017-06-26,673,2372,48,19,47,295,3259,469,35
2017-06-27,594,2678,54,21,38,246,3130,619,38
2017-06-28,596,2450,42,15,42,247,3231,402,33
2017-06-29,541,2296,41,14,42,201,3365,465,28
2017-06-30,527,2011,37,21,34,214,3222,451,44
2017-07-01,565,2344,39,17,42,208,3210,440,37
2017-07-02,663,2864,30,18,47,278,3312,784,47
2017-07-03,695,2562,55,18,38,235,3257,458,37
2017-07-04,717,2451,56,18,49,306,3291,457,31
2017-07-05,637,2280,33,14,40,201,3330,466,39
2017-07-06,601,2505,49,23,38,205,3448,655,67
2017-07-07,569,2410,45,22,52,277,3378,489,35
2017-07-08,601,2436,41,8,31,231,3531,430,43
2017-07-09,626,2731,51,21,40,316,3576,505,44
2017-07-10,550,2558,54,18,40,252,3893,392,32
2017-07-11,626,2669,37,19,31,287,3499,466,27
2017-07-12,545,2397,45,20,50,227,3644,441,43
2017-07-13,578,2295,29,17,48,231,3546,454,31
2017-07-14,523,2478,44,7,39,194,3377,889,33
2017-07-15,615,2446,36,11,46,277,3344,460,44
2017-07-16,702,2421,45,11,43,356,3699,416,37
2017-07-17,592,2347,33,16,29,273,3607,447,47
2017-07-18,549,2490,39,14,28,395,3479,412,41
2017-07-19,633,2344,63,18,39,289,3470,649,37
2017-07-20,503,2576,71,18,29,230,3583,449,28
2017-07-21,515,2254,79,18,54,189,3251,414,40
2017-07-22,609,2692,46,7,24,198,3259,389,44
2017-07-23,605,2534,52,15,31,242,3302,452,39
2017-07-24,564,2790,52,19,24,244,3167,432,32
2017-07-25,534,2709,36,15,31,219,3231,431,29
2017-07-26,544,2379,41,18,41,177,3098,619,31
2017-07-27,525,2342,35,23,34,219,3205,505,28
2017-07-28,483,2302,25,11,40,212,3000,453,29
2017-07-29,516,2449,28,11,27,225,3097,339,36
2017-07-30,645,2592,33,7,30,276,3535,450,23
2017-07-31,602,2582,32,8,30,218,3166,481,27
2017-08-01,567,2304,34,16,34,214,3610,482,33
2017-08-02,588,2434,35,18,35,191,3371,499,42
2017-08-03,494,2301,30,22,34,253,3254,415,42
2017-08-04,567,2831,38,17,48,184,3191,380,41
2017-08-05,513,2456,37,16,43,162,3112,376,51
2017-08-06,540,2402,28,15,34,190,3384,418,44
2017-08-07,509,2314,37,9,35,232,3439,418,36
2017-08-08,473,2500,34,15,40,224,3241,420,41
2017-08-09,683,2246,41,11,91,242,3465,411,45
2017-08-10,672,2268,29,14,41,262,3256,367,36
2017-08-11,589,2128,43,22,40,200,3282,354,42
2017-08-12,578,2081,26,12,35,267,3263,350,44
2017-08-13,531,2498,33,16,44,215,3494,451,36
2017-08-14,448,2394,42,22,31,223,3376,437,37
2017-08-15,446,2483,37,12,45,201,3163,343,37
2017-08-16,571,7885,33,17,39,325,3486,409,42
2017-08-17,475,2478,26,7,22,216,3108,387,31
2017-08-18,507,2239,32,17,39,181,3090,451,47
2017-08-19,756,1897,32,7,36,172,3189,380,36
2017-08-20,628,2141,34,11,35,209,3323,409,48
2017-08-21,531,2105,30,6,28,173,3275,462,35
2017-08-22,558,2546,32,11,38,228,3339,474,31
2017-08-23,469,2174,23,11,34,227,3131,490,36
2017-08-24,467,2204,37,22,39,173,3105,484,38
2017-08-25,453,1963,30,8,33,181,2999,396,32
2017-08-26,502,2119,22,10,30,179,3061,418,38
2017-08-27,535,2072,34,11,43,272,3468,488,40
2017-08-28,536,2043,24,9,20,200,3137,461,36
2017-08-29,527,2157,22,4,31,191,2991,413,27
2017-08-30,511,2009,48,8,44,262,3106,460,56
2017-08-31,545,2103,30,12,56,177,2933,469,33
2017-09-01,541,1867,30,9,36,190,2980,463,39
2017-09-02,493,1873,26,10,29,254,3067,434,37
2017-09-03,556,2059,27,6,41,369,3684,471,27
2017-09-04,532,2437,40,23,46,223,3230,503,25
2017-09-05,514,2258,23,13,35,235,3010,469,19
2017-09-06,461,2076,25,9,29,213,2946,382,24
2017-09-07,415,2048,25,10,34,225,3076,438,25
2017-09-08,405,1963,21,14,35,221,2916,443,23
2017-09-09,501,1871,26,15,38,211,2923,474,22
2017-09-10,490,2937,28,11,41,238,3215,435,28
2017-09-11,467,3338,40,16,42,220,3128,417,21
2017-09-12,530,2378,41,8,26,211,3188,490,17
2017-09-13,469,2267,30,7,43,217,3078,608,19
2017-09-14,508,2181,36,17,44,224,3013,520,27
2017-09-15,476,2618,34,21,33,182,3087,823,31
2017-09-16,512,2261,33,13,34,201,3121,488,37
2017-09-17,586,2577,54,5,31,280,3317,506,35
2017-09-18,482,2475,41,12,27,231,3263,490,29
2017-09-19,499,2457,58,17,30,237,3352,566,40
2017-09-20,458,2385,35,18,27,208,3559,522,29
2017-09-21,529,2549,35,6,24,182,3517,467,21
2017-09-22,531,2453,43,16,39,221,2994,414,34
2017-09-23,480,2075,38,15,38,198,3207,401,30
2017-09-24,502,2510,25,8,38,202,3263,382,33
2017-09-25,508,2640,25,10,43,204,3256,525,22
2017-09-26,527,2467,31,18,27,181,3179,553,30
2017-09-27,530,2276,32,8,28,161,3073,508,29
2017-09-28,526,2322,40,19,23,170,3011,506,41
2017-09-29,414,2097,24,18,26,203,3060,437,30
2017-09-30,456,1987,296,7,26,180,3034,436,35
2017-10-01,515,2409,260,4,37,258,3432,466,77
2017-10-02,468,2477,58,17,42,204,3565,424,23
2017-10-03,498,2306,36,9,40,199,3500,464,18
2017-10-04,461,2097,41,15,28,213,3345,430,34
2017-10-05,458,2077,44,9,31,197,3379,439,25
2017-10-06,419,2186,31,18,27,232,3376,423,27
2017-10-07,467,1902,27,12,59,235,3528,396,35
2017-10-08,523,2400,25,5,38,328,3777,413,29
2017-10-09,572,2493,23,13,39,231,3841,464,25
2017-10-10,431,2363,48,5,36,218,3786,523,17
2017-10-11,435,2310,28,13,40,199,3762,515,40
2017-10-12,443,2167,33,12,34,233,3487,523,23
2017-10-13,425,2424,38,13,48,212,3521,401,25
2017-10-14,506,2347,24,11,43,201,4044,401,27
2017-10-15,499,2492,32,17,32,225,4336,468,34
2017-10-16,468,2217,15,11,24,253,4397,438,23
2017-10-17,482,2567,34,14,28,224,4112,507,29
2017-10-18,535,2085,32,11,23,224,4149,480,23
2017-10-19,522,5332,31,14,32,183,3804,435,27
2017-10-20,439,2347,22,17,31,234,4171,440,23
2017-10-21,500,2374,25,12,40,240,4198,436,28
2017-10-22,869,2560,19,3,43,315,4357,548,59
2017-10-23,499,2602,34,13,26,319,4611,491,20
2017-10-24,495,2365,28,12,25,275,4368,418,34
2017-10-25,463,2365,32,13,35,242,4517,453,22
2017-10-26,487,2235,29,6,25,232,4683,456,19
2017-10-27,454,1990,28,55,31,242,4765,436,28
2017-10-28,506,1895,22,21,44,292,5017,407,32
2017-10-29,509,2252,34,13,39,432,5394,485,29
2017-10-30,537,2259,51,5,82,442,5689,528,41
2017-10-31,447,2370,44,10,31,281,6674,482,31
2017-11-01,462,2101,34,10,34,301,4978,536,35
2017-11-02,490,2051,49,3,38,267,4097,539,19
2017-11-03,492,1928,38,15,26,270,3644,437,24
2017-11-04,535,1970,28,10,36,269,3412,435,16
2017-11-05,510,2472,42,22,36,292,3626,501,33
2017-11-06,488,2375,23,11,25,256,3618,555,30
2017-11-07,533,2177,45,19,33,257,3425,579,21
2017-11-08,524,2078,32,14,85,260,3430,1818,35
2017-11-09,566,2019,21,142,37,251,3303,1621,24
2017-11-10,529,1888,21,4,18,253,3289,989,17
2017-11-11,528,1941,26,16,32,331,3170,837,22
2017-11-12,594,2213,33,11,41,373,3470,760,147
2017-11-13,611,2954,42,14,39,304,3440,885,29
2017-11-14,577,2282,27,10,41,297,3497,703,23
2017-11-15,514,2059,32,17,32,301,3199,698,28
2017-11-16,2233,2063,37,16,26,254,3526,875,20
2017-11-17,458,2073,31,12,32,203,3574,663,21
2017-11-18,512,1925,37,9,39,260,3166,617,15
2017-11-19,506,2952,35,6,38,286,3452,832,19
2017-11-20,471,2266,28,8,68,291,3209,1463,14
2017-11-21,484,2073,36,17,162,215,3203,1205,26
2017-11-22,471,1889,28,9,21,218,2972,984,28
2017-11-23,573,1861,50,15,30,191,2906,788,23
2017-11-24,451,1821,32,9,40,213,2763,976,20
2017-11-25,516,2302,30,10,43,302,3261,1025,26
2017-11-26,606,2370,27,10,31,290,3410,1005,27
2017-11-27,628,2871,39,15,33,259,3263,1436,31
2017-11-28,517,3271,47,15,61,219,3045,1807,30
2017-11-29,478,2861,38,10,36,321,3038,1278,13
2017-11-30,429,2847,26,10,29,287,3019,1683,15
2017-12-01,494,2729,35,16,109,223,2879,1745,23
2017-12-02,466,2394,22,5,35,210,2832,1334,19
2017-12-03,512,2714,25,7,24,241,3254,1242,19
2017-12-04,862,2603,21,148,30,219,3155,1111,23
2017-12-05,582,2288,22,10,21,215,3094,1040,18
2017-12-06,545,2169,22,8,19,214,2957,949,17
2017-12-07,592,2413,24,7,32,175,2809,776,18
2017-12-08,735,2321,42,15,39,180,2717,720,120
2017-12-09,631,2510,34,12,37,182,2832,646,23
2017-12-10,695,3111,30,16,40,182,3079,683,23
2017-12-11,756,3295,31,16,48,193,3108,803,23
2017-12-12,659,2886,33,15,39,233,2799,725,19
2017-12-13,616,2736,41,13,49,216,2888,628,13
2017-12-14,628,3206,51,15,38,265,2880,888,19
2017-12-15,608,2755,83,15,37,209,2543,557,18
2017-12-16,498,2531,38,18,59,188,2634,548,26
2017-12-17,562,2998,24,23,131,219,2971,559,29
2017-12-18,600,2925,32,19,39,189,2993,587,19
2017-12-19,472,2904,39,27,34,201,2765,609,19
2017-12-20,535,2781,38,12,54,171,2779,568,22
2017-12-21,434,3617,22,5,44,215,2601,543,34
2017-12-22,470,3252,23,5,37,145,2554,477,13
2017-12-23,444,2942,17,9,38,146,2551,563,14
2017-12-24,473,2719,30,11,32,142,2643,525,11
2017-12-25,468,2873,25,8,45,142,2503,486,7
2017-12-26,571,3370,21,10,52,150,2944,576,19
2017-12-27,582,3749,40,14,46,206,3158,590,32
2017-12-28,522,3979,33,10,49,182,3195,610,28
2017-12-29,526,4479,37,16,28,213,2990,655,24
2017-12-30,533,3571,25,9,27,184,3115,490,17
2017-12-31,601,3348,26,13,27,184,3671,496,32
2018-01-01,552,3749,21,7,35,218,2814,561,18
2018-01-02,548,4310,28,11,48,204,3356,615,23
2018-01-03,567,3151,26,15,29,212,3193,650,31
2018-01-04,541,3594,31,13,36,205,3100,553,18
2018-01-05,504,3391,19,10,49,170,3047,896,14
2018-01-06,610,3487,29,16,51,187,3033,581,16
2018-01-07,584,3805,36,22,32,206,3356,582,28
2018-01-08,524,3150,22,8,31,180,3294,567,15
2018-01-09,512,3114,21,11,27,194,3123,745,23
2018-01-10,528,3392,35,5,42,197,3075,727,13
2018-01-11,526,3206,33,12,38,166,3181,592,20
2018-01-12,584,3131,26,12,27,190,3026,609,14
2018-01-13,574,2869,24,18,40,172,3256,570,14
2018-01-14,609,4098,27,16,55,187,3523,688,23
2018-01-15,782,5009,154,8,29,363,3374,579,24
2018-01-16,568,3568,151,5,37,229,3239,574,24
2018-01-17,513,3340,74,7,53,215,3388,578,13
2018-01-18,561,3691,41,6,48,195,3124,1026,20
2018-01-19,574,3181,38,15,47,143,3224,607,17
2018-01-20,555,3172,29,5,63,192,3235,617,25
2018-01-21,602,3427,26,9,44,198,3600,604,33
2018-01-22,608,4425,52,10,32,196,3339,560,21
2018-01-23,556,3473,39,12,46,199,3188,568,18
2018-01-24,563,3088,36,4,32,192,3338,529,15
2018-01-25,505,3452,34,7,30,184,3556,545,15
2018-01-26,513,2753,35,9,608,160,3122,580,15
2018-01-27,530,2855,33,9,29,223,3206,534,19
2018-01-28,582,3598,39,9,48,201,3643,570,19
2018-01-29,791,4446,44,8,69,198,3369,590,16
2018-01-30,737,2950,40,11,39,175,3307,539,24
2018-01-31,576,3453,89,6,48,177,3517,500,11
2018-02-01,596,17295,48,8,42,207,3141,555,8
2018-02-02,548,3288,76,15,41,180,3107,2288,18
2018-02-03,582,2842,243,7,42,177,3227,696,26
2018-02-04,638,3181,89,12,45,189,3551,594,13
2018-02-05,704,3225,129,10,35,148,3243,601,10
2018-02-06,686,3306,68,12,30,171,3285,524,20
2018-02-07,600,3108,33,7,42,193,2915,535,14
2018-02-08,595,2993,50,10,25,185,3149,498,21
2018-02-09,571,3016,49,8,40,185,2997,486,12
2018-02-10,574,2866,24,14,38,160,3008,482,42
2018-02-11,808,3095,76,10,48,210,3587,565,10
2018-02-12,748,3261,57,14,30,211,3275,616,14
2018-02-13,504,2812,32,7,26,219,3197,625,8
2018-02-14,523,2827,45,7,35,184,2942,508,14
2018-02-15,543,2522,43,12,39,215,3083,552,20
2018-02-16,536,2436,37,8,38,172,3078,483,16
2018-02-17,546,2434,26,16,32,160,3226,515,17
2018-02-18,619,2783,46,14,49,171,3624,486,16
2018-02-19,584,2953,29,7,86,324,3458,530,14
2018-02-20,603,2493,35,10,28,448,3472,620,21
2018-02-21,580,3119,36,17,34,314,3298,556,16
2018-02-22,557,3001,39,21,39,223,3188,573,23
2018-02-23,535,2609,38,10,49,221,2986,543,12
2018-02-24,612,2462,30,145,28,198,3218,682,17
2018-02-25,686,2654,48,19,50,226,3567,618,23
2018-02-26,897,2439,40,11,43,222,3462,681,23
2018-02-27,573,2008,31,11,38,268,3131,586,17
2018-02-28,681,1817,32,9,40,218,3197,612,39
2018-03-01,567,1976,39,18,33,212,3201,663,18
2018-03-02,547,1851,39,13,33,201,3137,568,30
2018-03-03,568,1946,32,15,36,199,3315,614,11
2018-03-04,669,2456,28,9,50,234,3444,838,22
2018-03-05,576,2038,22,8,30,232,3284,723,16
2018-03-06,561,1828,33,9,39,199,3283,620,192
2018-03-07,542,1959,28,7,28,225,3156,638,12
2018-03-08,566,2010,29,10,38,199,2980,824,18
2018-03-09,551,1853,36,12,36,188,2928,658,12
2018-03-10,618,1800,21,7,28,184,2967,525,23
2018-03-11,620,1924,28,5,37,191,3366,763,20
2018-03-12,672,2048,25,13,41,356,3481,633,19
2018-03-13,675,1952,28,5,34,362,3150,579,16
2018-03-14,623,1752,26,10,25,251,3184,546,19
2018-03-15,543,1696,32,10,32,210,3004,670,23
2018-03-16,552,1843,35,7,35,205,2772,511,23
2018-03-17,574,1795,24,7,29,193,2925,559,23
2018-03-18,563,2104,28,6,29,189,3268,608,21
2018-03-19,572,1971,38,12,42,224,3306,629,14
2018-03-20,615,2126,44,17,27,243,3125,566,11
2018-03-21,575,2694,40,11,67,255,3229,525,24
2018-03-22,520,2026,33,8,138,235,3109,582,20
2018-03-23,541,2190,27,12,49,280,3003,472,21
2018-03-24,520,1965,22,9,30,282,2980,467,17
2018-03-25,578,2339,40,18,27,368,3140,472,16
2018-03-26,554,2439,27,9,38,322,3247,546,26
2018-03-27,2645,2230,34,9,33,271,3141,490,34
2018-03-28,667,1797,45,13,39,238,3055,595,27
2018-03-29,572,1753,31,6,42,276,3040,499,18
2018-03-30,597,2029,31,7,48,266,2926,479,21
2018-03-31,606,1868,20,5,30,203,2960,472,14
2018-04-01,594,1870,26,8,39,272,3206,443,29
2018-04-02,672,2075,29,11,47,292,3366,493,27
2018-04-03,819,2108,35,12,32,263,3415,504,29
2018-04-04,672,1838,19,9,28,291,3161,464,30
2018-04-05,597,1753,34,15,33,234,3279,431,23
2018-04-06,575,1775,47,19,33,222,3056,483,23
2018-04-07,536,2214,37,6,40,214,3254,485,28
2018-04-08,671,2211,42,11,31,299,3377,528,26
2018-04-09,665,2171,40,12,30,269,3239,590,21
