Date,"Interstate 96","Sea mink","1966 New York City smog","Black vulture","New Worlds (magazine)","38th (Welsh) Infantry Division","Battle of Winterthur","X-Cops (The X-Files)","Josephine Butler"
2016-12-20,101,201,174,232,22,30,0,107,89
2016-12-21,92,149,233,231,25,29,2,73,55
2016-12-22,120,155,190,255,21,24,0,94,60
2016-12-23,86,113,140,216,34,24,0,77,64
2016-12-24,120,132,112,266,23,21,0,74,41
2016-12-25,253,126,96,738,27,21,2,75,55
2016-12-26,644,115,135,327,17,27,2,86,56
2016-12-27,250,133,156,277,23,24,0,99,58
2016-12-28,112,136,163,266,525,29,0,431,70
2016-12-29,107,144,161,355,30,22,0,113,78
2016-12-30,105,139,184,239,13,20,0,89,129
2016-12-31,98,132,149,275,15,17,0,122,70
2017-01-01,242,118,136,241,16,31,0,87,58
2017-01-02,80,162,185,336,23,35,3,142,94
2017-01-03,79,186,232,288,29,39,1,92,80
2017-01-04,103,198,226,315,18,24,1,105,88
2017-01-05,101,188,237,354,19,41,0,889,87
2017-01-06,107,210,230,288,27,43,0,246,78
2017-01-07,106,227,181,249,24,25,0,123,62
2017-01-08,173,188,232,266,36,35,0,133,86
2017-01-09,75,214,254,266,26,29,1,109,103
2017-01-10,114,211,262,245,27,23,0,112,94
2017-01-11,77,208,202,248,27,30,0,99,69
2017-01-12,103,178,193,273,23,27,0,101,82
2017-01-13,129,174,194,282,19,28,2,95,73
2017-01-14,439,144,215,276,18,38,0,99,86
2017-01-15,135,175,212,279,26,26,0,140,107
2017-01-16,126,188,206,304,30,39,0,118,105
2017-01-17,115,201,198,288,31,27,1,114,119
2017-01-18,120,227,167,310,15,37,0,109,106
2017-01-19,122,223,140,293,29,35,1,94,113
2017-01-20,93,159,113,229,26,22,1,96,91
2017-01-21,84,135,116,257,35,59,0,79,69
2017-01-22,124,147,174,328,22,29,1,116,93
2017-01-23,104,212,206,287,33,37,0,97,98
2017-01-24,111,321,222,303,27,19,0,102,146
2017-01-25,125,352,195,261,23,23,0,116,101
2017-01-26,90,252,163,317,28,36,0,105,150
2017-01-27,74,228,135,297,25,27,0,111,91
2017-01-28,235,165,128,307,22,39,1,99,73
2017-01-29,107,227,133,340,25,28,0,107,73
2017-01-30,109,206,173,287,25,20,0,124,139
2017-01-31,94,228,124,277,18,18,1,229,97
2017-02-01,81,195,153,271,22,33,0,108,133
2017-02-02,70,185,150,318,20,27,1,88,139
2017-02-03,93,173,166,298,26,28,1,102,127
2017-02-04,68,134,191,288,24,27,0,111,78
2017-02-05,108,194,229,323,23,32,1,113,88
2017-02-06,132,210,297,305,41,37,0,100,134
2017-02-07,124,200,230,319,43,45,1,102,122
2017-02-08,82,184,121,323,36,31,0,119,166
2017-02-09,130,169,115,266,26,27,0,102,151
2017-02-10,90,214,438,314,35,25,1,99,209
2017-02-11,93,137,381,342,23,24,1,101,141
2017-02-12,100,175,212,335,20,32,0,101,104
2017-02-13,94,191,193,314,72,38,0,108,215
2017-02-14,81,198,123,348,34,31,0,105,171
2017-02-15,87,171,150,346,29,43,0,106,170
2017-02-16,111,213,146,350,24,30,0,115,171
2017-02-17,68,168,185,284,25,26,0,95,139
2017-02-18,85,146,147,315,34,26,1,102,88
2017-02-19,82,156,147,385,26,29,0,119,112
2017-02-20,88,175,156,391,15,24,2,113,161
2017-02-21,96,172,138,403,15,26,0,102,162
2017-02-22,93,160,123,383,28,27,0,84,143
2017-02-23,116,200,119,301,39,40,0,120,163
2017-02-24,82,147,129,362,20,20,1,95,106
2017-02-25,82,144,103,362,21,29,0,98,95
2017-02-26,111,155,112,373,37,40,0,134,129
2017-02-27,75,184,157,344,25,37,0,105,141
2017-02-28,91,161,135,361,17,42,1,93,111
2017-03-01,63,143,209,380,29,68,0,97,119
2017-03-02,72,183,223,357,26,35,0,93,125
2017-03-03,88,165,132,362,40,35,0,103,73
2017-03-04,74,106,158,398,25,25,0,97,98
2017-03-05,75,130,5576,399,32,28,0,99,115
2017-03-06,76,176,387,393,16,23,1,101,126
2017-03-07,105,148,192,344,33,35,2,101,132
2017-03-08,110,171,117,320,38,42,0,92,172
2017-03-09,89,137,176,331,29,39,0,90,136
2017-03-10,97,162,214,338,46,32,0,93,99
2017-03-11,89,109,149,362,47,27,0,108,119
2017-03-12,81,126,147,452,46,23,0,113,141
2017-03-13,94,142,144,378,54,30,0,98,137
2017-03-14,106,174,133,320,42,26,0,113,141
2017-03-15,86,156,173,338,61,28,0,90,87
2017-03-16,85,158,178,389,29,32,0,69,95
2017-03-17,70,147,120,298,22,25,0,92,94
2017-03-18,88,140,139,326,26,29,1,104,77
2017-03-19,83,144,179,392,35,28,3,101,104
2017-03-20,72,189,236,352,34,42,0,111,115
2017-03-21,82,162,114,356,40,27,0,101,180
2017-03-22,88,170,119,392,25,22,0,92,131
2017-03-23,91,185,147,325,39,25,0,114,128
2017-03-24,77,172,114,380,30,18,0,86,89
2017-03-25,83,149,86,377,32,59,0,112,70
2017-03-26,100,159,134,467,25,55,5,110,80
2017-03-27,69,188,150,406,43,32,7,125,138
2017-03-28,84,207,294,386,19,19,0,122,90
2017-03-29,67,184,416,383,29,27,1,105,112
2017-03-30,73,197,182,365,44,36,3,137,109
2017-03-31,109,159,129,351,16,19,4,117,86
2017-04-01,77,136,89,322,33,24,6,124,70
2017-04-02,76,146,123,425,33,31,7,84,125
2017-04-03,97,193,187,386,19,21,14,63,279
2017-04-04,97,193,181,352,18,26,13,62,161
2017-04-05,104,221,167,354,31,30,3,136,108
2017-04-06,108,200,117,355,33,29,8,80,105
2017-04-07,112,146,64,376,28,22,3,79,93
2017-04-08,84,130,97,350,37,36,4,63,89
2017-04-09,95,156,96,417,29,35,8,93,92
2017-04-10,82,198,115,386,24,45,5,99,101
2017-04-11,72,167,102,377,35,39,2,61,103
2017-04-12,74,171,91,346,33,36,9,69,108
2017-04-13,89,164,102,357,30,21,2,77,217
2017-04-14,73,143,81,338,23,30,6,75,94
2017-04-15,61,127,84,371,30,24,5,73,81
2017-04-16,99,122,99,440,28,25,4,86,92
2017-04-17,66,185,108,398,28,28,5,90,95
2017-04-18,69,182,121,383,31,40,7,81,96
2017-04-19,95,189,110,390,18,24,3,80,119
2017-04-20,88,143,144,415,26,20,10,81,114
2017-04-21,68,165,135,367,16,27,8,86,118
2017-04-22,69,126,135,358,32,30,10,91,83
2017-04-23,79,146,115,397,27,36,13,63,72
2017-04-24,76,183,148,425,17,31,10,88,111
2017-04-25,56,174,174,342,19,31,13,95,142
2017-04-26,62,166,138,379,20,20,7,92,228
2017-04-27,87,170,175,399,37,48,33,100,116
2017-04-28,75,158,132,451,40,23,21,64,85
2017-04-29,78,163,93,394,20,12,3,74,86
2017-04-30,120,133,137,446,17,22,9,88,107
2017-05-01,74,203,304,414,33,22,15,90,108
2017-05-02,105,164,178,378,30,31,12,66,125
2017-05-03,84,199,117,360,31,29,17,80,137
2017-05-04,82,190,99,434,26,25,14,64,106
2017-05-05,83,150,135,417,21,22,12,70,94
2017-05-06,344,146,95,372,23,31,9,82,84
2017-05-07,72,196,98,474,24,24,4,70,116
2017-05-08,88,235,148,457,41,34,12,72,128
2017-05-09,91,217,195,431,37,26,11,61,112
2017-05-10,111,168,107,385,28,30,4,118,136
2017-05-11,76,192,136,366,25,30,7,61,124
2017-05-12,68,174,157,373,21,20,11,76,141
2017-05-13,94,131,108,391,15,20,10,70,103
2017-05-14,81,187,136,428,19,21,9,79,99
2017-05-15,94,221,180,436,33,29,16,70,120
2017-05-16,91,283,102,415,30,22,8,62,99
2017-05-17,113,215,105,395,29,34,10,74,127
2017-05-18,84,206,129,370,33,34,11,54,93
2017-05-19,82,196,87,1061,22,24,11,82,98
2017-05-20,67,144,107,2257,24,44,14,59,116
2017-05-21,84,154,109,710,37,30,24,88,102
2017-05-22,76,191,115,603,28,32,9,77,108
2017-05-23,66,190,75,469,34,45,16,84,107
2017-05-24,90,482,99,373,34,25,9,49,102
2017-05-25,87,160,78,381,20,21,11,60,76
2017-05-26,77,169,84,393,35,26,25,68,83
2017-05-27,73,145,78,435,15,23,3657,74,67
2017-05-28,68,138,115,463,14,11,80,61,281
2017-05-29,101,153,115,514,23,29,24,85,240
2017-05-30,90,183,82,443,39,34,26,66,343
2017-05-31,109,161,115,400,23,25,21,107,168
2017-06-01,92,160,437,420,32,31,36,83,113
2017-06-02,99,129,1200,375,17,27,16,41,88
2017-06-03,57,128,249,380,14,26,8,49,93
2017-06-04,86,134,134,436,21,20,20,67,126
2017-06-05,63,194,126,421,25,31,5,73,95
2017-06-06,68,164,124,386,21,28,12,54,97
2017-06-07,87,173,118,372,28,34,28,69,101
2017-06-08,83,194,102,393,26,39,18,56,99
2017-06-09,79,141,92,330,23,22,8,93,65
2017-06-10,75,149,69,403,21,35,8,68,67
2017-06-11,77,131,99,389,24,30,16,59,80
2017-06-12,90,151,106,408,28,35,15,52,123
2017-06-13,88,145,81,413,28,38,18,70,88
2017-06-14,91,161,106,362,26,60,16,97,70
2017-06-15,78,180,94,376,29,27,13,75,88
2017-06-16,81,158,113,311,24,15,5,54,78
2017-06-17,109,118,90,385,20,22,13,70,57
2017-06-18,90,129,107,351,18,22,10,95,83
2017-06-19,98,149,215,359,24,22,6,67,59
2017-06-20,79,166,205,351,22,13,14,130,98
2017-06-21,111,162,188,297,20,24,9,83,56
2017-06-22,82,145,188,315,25,27,14,73,67
2017-06-23,72,120,180,332,24,19,9,48,62
2017-06-24,74,116,128,335,11,23,5,50,51
2017-06-25,93,152,108,433,21,14,13,67,89
2017-06-26,87,150,104,427,22,41,9,65,83
2017-06-27,101,166,107,373,30,32,9,46,66
2017-06-28,84,161,109,388,50,48,12,108,67
2017-06-29,77,166,92,362,22,30,11,74,81
2017-06-30,87,140,71,292,18,24,6,76,70
2017-07-01,69,132,66,321,30,26,10,50,58
2017-07-02,64,135,90,366,19,28,9,80,89
2017-07-03,64,178,75,391,27,26,5,358,64
2017-07-04,75,142,80,375,24,29,3,188,71
2017-07-05,84,133,69,290,19,21,9,1025,71
2017-07-06,87,146,80,350,24,23,11,165,69
2017-07-07,92,112,73,363,17,21,7,101,71
2017-07-08,66,126,71,326,20,32,8,134,63
2017-07-09,82,130,72,368,28,26,6,350,54
2017-07-10,86,168,89,407,26,29,5,153,66
2017-07-11,72,171,107,338,18,23,10,99,71
2017-07-12,108,161,91,332,29,40,9,100,69
2017-07-13,86,155,78,348,23,19,9,92,61
2017-07-14,72,201,106,311,21,18,10,62,70
2017-07-15,95,147,89,321,26,28,10,92,77
2017-07-16,77,143,90,383,30,27,6,90,58
2017-07-17,94,211,107,388,20,17,12,90,54
2017-07-18,90,387,133,318,16,33,4,59,59
2017-07-19,78,270,90,306,24,45,10,73,76
2017-07-20,102,253,90,324,19,22,10,66,47
2017-07-21,96,230,67,302,23,25,24,67,62
2017-07-22,91,197,83,334,21,20,13,56,55
2017-07-23,66,242,95,475,26,36,27,97,73
2017-07-24,108,252,87,351,27,34,22,65,81
2017-07-25,110,233,87,364,22,31,29,75,49
2017-07-26,86,202,94,328,28,41,27,68,55
2017-07-27,99,156,102,355,17,36,23,52,59
2017-07-28,150,342,118,355,19,34,20,55,59
2017-07-29,99,187,76,403,21,38,19,66,44
2017-07-30,91,159,72,404,20,160,17,73,59
2017-07-31,125,188,81,344,22,309,14,67,59
2017-08-01,110,158,113,359,31,102,32,143,58
2017-08-02,129,212,96,319,23,75,32,81,47
2017-08-03,128,169,120,359,30,71,23,69,54
2017-08-04,107,166,75,332,32,43,19,78,40
2017-08-05,103,180,108,369,63,51,24,72,72
2017-08-06,78,194,81,375,27,31,15,82,63
2017-08-07,100,235,82,333,26,34,22,70,65
2017-08-08,86,201,74,344,30,39,20,62,61
2017-08-09,102,169,99,338,23,37,13,55,57
2017-08-10,95,144,96,310,25,16,15,66,46
2017-08-11,109,162,118,319,30,39,16,73,62
2017-08-12,92,168,84,318,21,31,16,89,64
2017-08-13,69,192,91,356,26,29,15,87,47
2017-08-14,95,174,73,321,27,23,22,64,63
2017-08-15,86,177,86,311,20,21,14,76,62
2017-08-16,94,197,73,278,31,25,22,60,71
2017-08-17,86,176,86,297,36,32,13,52,66
2017-08-18,90,159,67,260,34,36,27,71,71
2017-08-19,63,154,89,300,28,33,17,67,61
2017-08-20,79,213,80,349,31,38,24,67,64
2017-08-21,98,141,83,352,48,24,18,63,61
2017-08-22,101,179,101,287,37,31,29,68,56
2017-08-23,68,234,121,340,46,34,14,72,66
2017-08-24,107,195,79,311,37,56,26,63,57
2017-08-25,79,188,79,272,33,26,20,52,62
2017-08-26,80,165,77,327,26,16,10,31,47
2017-08-27,97,231,89,326,25,25,13,77,51
2017-08-28,80,214,96,342,26,23,15,77,72
2017-08-29,73,156,100,312,20,30,18,47,63
2017-08-30,81,155,91,294,23,26,29,55,87
2017-08-31,84,173,94,311,30,28,32,65,48
2017-09-01,93,163,145,333,21,23,21,64,50
2017-09-02,88,206,139,350,25,20,14,70,59
2017-09-03,76,163,121,384,24,20,17,57,62
2017-09-04,82,173,153,369,27,26,14,70,55
2017-09-05,92,245,157,342,19,31,18,75,79
2017-09-06,75,153,95,359,25,19,11,70,62
2017-09-07,74,153,77,282,28,26,11,166,74
2017-09-08,92,153,118,267,16,16,8,108,59
2017-09-09,84,96,110,318,18,39,12,89,51
2017-09-10,75,145,80,314,15,15,14,95,73
2017-09-11,63,172,114,290,18,19,14,59,62
2017-09-12,76,187,80,313,22,31,12,74,70
2017-09-13,95,195,84,258,21,29,11,56,79
2017-09-14,72,152,86,374,26,34,27,51,73
2017-09-15,89,140,69,293,35,27,29,71,65
2017-09-16,81,136,68,295,26,22,15,62,68
2017-09-17,88,154,79,306,16,21,16,58,98
2017-09-18,93,190,125,316,36,35,21,78,78
2017-09-19,70,233,105,299,27,30,27,81,148
2017-09-20,71,200,98,271,67,28,13,65,131
2017-09-21,79,188,115,250,19,25,7,66,94
2017-09-22,77,159,88,237,21,28,17,97,69
2017-09-23,90,121,144,262,24,22,15,82,79
2017-09-24,64,202,120,298,19,21,14,91,69
2017-09-25,91,223,103,267,26,37,10,51,86
2017-09-26,99,181,131,282,31,26,14,79,102
2017-09-27,86,173,104,263,25,23,14,61,79
2017-09-28,130,201,90,272,36,20,13,62,107
2017-09-29,107,150,106,333,22,26,17,69,71
2017-09-30,65,130,76,300,32,18,13,51,70
2017-10-01,88,181,90,365,29,24,6,61,113
2017-10-02,76,209,88,269,45,38,11,64,119
2017-10-03,65,228,92,266,43,31,7,77,105
2017-10-04,60,185,215,264,45,38,10,76,83
2017-10-05,61,202,133,274,32,32,15,68,83
2017-10-06,100,379,89,273,47,24,15,72,102
2017-10-07,86,280,83,274,30,29,8,61,66
2017-10-08,62,246,97,343,44,34,22,72,66
2017-10-09,70,299,120,285,38,28,16,91,83
2017-10-10,87,347,161,286,23,19,5,62,90
2017-10-11,101,330,130,280,38,46,11,62,91
2017-10-12,104,314,111,301,43,24,8,57,78
2017-10-13,95,333,107,280,39,31,20,70,73
2017-10-14,80,223,93,315,31,29,14,83,63
2017-10-15,81,292,98,319,34,26,20,83,96
2017-10-16,62,312,87,296,20,33,7,58,66
2017-10-17,92,307,184,310,29,30,23,63,87
2017-10-18,94,330,189,294,33,32,10,55,97
2017-10-19,72,349,115,282,37,26,19,72,93
2017-10-20,82,409,134,279,34,29,22,64,90
2017-10-21,134,301,125,397,35,41,27,96,82
2017-10-22,63,254,116,382,32,46,37,70,116
2017-10-23,80,271,125,306,27,34,18,73,82
2017-10-24,72,414,119,249,30,28,12,47,114
2017-10-25,95,304,120,240,34,30,14,55,91
2017-10-26,87,256,100,283,47,28,10,67,101
2017-10-27,88,199,96,247,32,27,8,65,77
2017-10-28,86,125,107,299,34,36,19,73,74
2017-10-29,77,163,129,333,37,39,17,60,96
2017-10-30,81,239,110,330,34,22,14,70,128
2017-10-31,96,200,98,296,26,20,20,63,122
2017-11-01,69,196,109,314,26,71,19,71,104
2017-11-02,72,181,89,290,27,21,32,59,95
2017-11-03,83,193,125,259,24,29,19,52,111
2017-11-04,102,150,97,298,21,34,15,45,69
2017-11-05,69,180,136,352,32,40,24,67,108
2017-11-06,72,270,146,288,27,38,13,66,114
2017-11-07,94,237,174,287,45,39,16,57,126
2017-11-08,70,202,322,772,32,35,15,68,94
2017-11-09,81,227,350,294,18,37,14,62,94
2017-11-10,91,225,220,300,27,41,7,67,94
2017-11-11,64,196,162,269,30,57,13,76,59
2017-11-12,76,251,215,328,34,62,14,140,70
2017-11-13,88,303,210,331,33,38,24,73,124
2017-11-14,76,340,178,250,37,50,21,68,108
2017-11-15,68,351,148,263,39,32,13,66,103
2017-11-16,95,308,152,312,35,39,21,67,101
2017-11-17,83,276,150,281,33,34,17,50,74
2017-11-18,63,222,114,310,21,28,15,43,79
2017-11-19,68,202,111,295,27,36,12,60,106
2017-11-20,271,294,153,305,40,65,18,57,103
2017-11-21,31264,611,130,411,30,32,15,70,99
2017-11-22,6092,49983,517,323,44,51,15,56,104
2017-11-23,2771,7629,66435,531,44,32,22,60,78
2017-11-24,1979,2871,16195,34448,266,35,12,53,90
2017-11-25,487,2171,7392,7519,22726,326,21,97,71
2017-11-26,365,675,5065,3958,5366,37685,332,84,74
2017-11-27,298,544,1420,3062,3297,8190,44609,342,104
2017-11-28,231,490,984,821,2800,5762,12671,35497,348
2017-11-29,182,405,666,1124,344,2904,5729,9385,35998
2017-11-30,153,454,522,914,200,409,4555,5337,7372
2017-12-01,135,336,493,927,497,245,622,3291,3228
2017-12-02,123,237,352,528,337,201,401,431,2043
2017-12-03,154,245,452,473,144,216,343,360,512
2017-12-04,152,276,404,453,108,156,228,323,432
2017-12-05,101,315,519,393,109,147,196,213,324
2017-12-06,119,305,351,417,66,98,152,175,260
2017-12-07,136,282,290,325,108,98,166,162,295
2017-12-08,89,241,214,314,71,112,109,419,166
2017-12-09,133,190,247,358,85,80,115,150,161
2017-12-10,124,196,286,363,76,83,110,152,161
2017-12-11,112,232,242,295,61,74,86,119,202
2017-12-12,101,255,235,280,69,60,74,109,206
2017-12-13,143,242,205,312,55,76,75,110,230
2017-12-14,108,259,286,267,53,44,59,91,145
2017-12-15,91,206,245,268,40,65,62,94,124
2017-12-16,98,187,272,274,35,52,82,98,120
2017-12-17,98,166,276,293,58,52,58,89,98
2017-12-18,81,234,295,270,183,42,60,94,156
2017-12-19,75,235,258,262,46,55,67,89,123
2017-12-20,95,238,228,294,53,48,64,107,111
2017-12-21,79,192,217,248,38,48,42,302,65
2017-12-22,65,183,182,253,28,45,40,95,87
2017-12-23,67,150,158,242,25,25,41,106,78
2017-12-24,76,163,145,274,35,39,42,97,81
2017-12-25,81,139,134,299,36,31,43,105,56
2017-12-26,95,129,168,301,31,53,60,112,87
2017-12-27,85,155,265,281,39,43,72,100,163
2017-12-28,404,169,247,309,35,26,34,109,110
2017-12-29,99,155,200,290,32,39,31,156,141
2017-12-30,97,169,203,290,18,36,25,144,3002
2017-12-31,59,176,234,363,27,37,30,159,134
2018-01-01,81,175,186,337,33,42,25,119,81
2018-01-02,79,226,181,346,36,31,31,117,121
2018-01-03,100,187,171,266,34,27,28,115,104
2018-01-04,64,192,206,290,36,47,29,148,151
2018-01-05,75,172,167,266,24,28,20,91,122
2018-01-06,89,179,175,303,42,34,24,62,103
2018-01-07,223,172,180,297,37,43,19,63,119
2018-01-08,127,219,167,316,36,35,18,51,140
2018-01-09,65,226,190,301,25,42,26,52,130
2018-01-10,107,231,175,302,17,24,18,57,103
2018-01-11,77,272,193,286,37,40,157,52,101
2018-01-12,86,266,147,267,23,48,64,52,95
2018-01-13,94,162,132,299,28,42,30,51,60
2018-01-14,96,199,174,332,41,51,57,70,144
2018-01-15,88,230,191,335,51,39,39,50,112
2018-01-16,65,277,195,315,35,23,37,63,117
2018-01-17,103,241,182,323,30,22,43,63,130
2018-01-18,86,226,155,405,36,35,43,52,131
2018-01-19,92,238,159,289,34,26,32,80,102
2018-01-20,79,155,143,269,22,21,33,58,92
2018-01-21,64,177,102,386,25,28,31,60,124
2018-01-22,57,279,156,349,33,41,44,53,149
2018-01-23,95,249,174,293,27,42,56,41,125
2018-01-24,75,252,146,298,41,30,29,44,89
2018-01-25,66,226,134,453,34,23,34,57,105
2018-01-26,62,231,145,346,31,34,37,45,232
2018-01-27,55,188,142,335,28,40,25,46,81
2018-01-28,73,176,166,349,22,40,27,64,113
2018-01-29,94,256,166,351,28,32,30,43,116
2018-01-30,67,284,195,339,33,27,39,40,94
2018-01-31,58,234,213,284,18,33,37,45,117
2018-02-01,42,231,201,305,22,28,32,38,110
2018-02-02,68,201,181,296,36,31,28,47,140
2018-02-03,81,167,120,355,28,27,31,58,157
2018-02-04,72,179,187,348,24,38,29,61,165
2018-02-05,70,216,155,359,31,30,25,48,173
2018-02-06,50,306,161,372,27,47,35,59,394
2018-02-07,78,242,130,287,22,29,24,48,195
2018-02-08,107,275,144,312,36,35,26,48,178
2018-02-09,105,358,114,327,30,30,39,50,139
2018-02-10,89,274,126,361,23,25,25,45,134
2018-02-11,71,194,160,346,29,34,29,53,114
2018-02-12,66,272,155,340,36,21,30,34,144
2018-02-13,58,265,145,316,36,18,46,40,108
2018-02-14,60,229,129,313,17,22,20,30,141
2018-02-15,64,208,123,274,93,36,31,46,130
2018-02-16,76,210,126,289,39,23,25,41,125
2018-02-17,70,179,105,314,36,33,27,50,77
2018-02-18,84,531,106,701,25,16,20,59,86
2018-02-19,98,263,130,334,30,34,27,40,153
2018-02-20,65,289,128,343,32,35,35,62,115
2018-02-21,74,364,172,309,35,28,33,51,124
2018-02-22,78,292,140,344,42,32,36,52,128
2018-02-23,97,234,144,314,34,30,35,34,90
2018-02-24,98,158,107,355,43,27,19,37,98
2018-02-25,99,233,986,401,45,29,20,86,114
2018-02-26,97,298,225,523,49,31,44,51,143
2018-02-27,89,292,142,506,36,28,22,40,135
2018-02-28,93,282,123,377,23,34,25,42,120
2018-03-01,83,245,129,392,30,55,22,45,136
2018-03-02,76,266,125,358,34,22,22,52,133
2018-03-03,84,198,108,347,29,33,27,41,111
2018-03-04,79,228,118,417,28,27,32,54,127
2018-03-05,68,283,128,359,28,22,22,35,142
2018-03-06,69,253,142,315,25,17,19,105,130
2018-03-07,71,279,127,353,17,27,14,23,159
2018-03-08,57,257,107,344,38,440,26,33,291
2018-03-09,72,261,103,303,37,51,28,41,175
2018-03-10,52,162,91,369,51,43,22,45,113
2018-03-11,72,161,105,445,30,31,15,50,116
2018-03-12,68,264,140,382,42,34,30,49,107
2018-03-13,55,271,131,362,22,25,32,44,158
2018-03-14,55,185,112,319,32,27,28,40,117
2018-03-15,63,358,122,373,31,31,20,28,127
2018-03-16,72,279,106,381,31,29,30,49,84
2018-03-17,66,168,83,423,22,37,29,40,94
2018-03-18,82,217,117,441,22,26,21,37,137
2018-03-19,64,258,137,411,45,31,19,34,116
2018-03-20,82,361,124,390,30,19,22,15,94
2018-03-21,71,437,154,375,42,28,21,23,107
2018-03-22,60,421,134,396,39,22,22,19,107
2018-03-23,62,302,134,311,28,23,26,15,107
2018-03-24,60,195,120,355,27,26,23,17,136
2018-03-25,53,236,129,434,30,22,19,16,93
2018-03-26,93,277,156,400,34,23,27,14,138
2018-03-27,84,269,144,386,35,24,35,15,96
2018-03-28,67,224,150,358,31,29,27,220,115
2018-03-29,89,232,108,324,23,20,16,10,91
2018-03-30,74,205,125,399,27,16,27,14,68
2018-03-31,67,197,111,420,18,28,14,4,61
2018-04-01,89,199,115,481,36,27,19,19,63
2018-04-02,87,260,152,452,26,36,24,18,103
2018-04-03,66,234,198,389,55,37,34,16,101
2018-04-04,65,235,139,383,32,36,23,16,61
2018-04-05,67,260,140,403,25,26,31,11,92
2018-04-06,56,222,125,430,37,22,35,12,89
2018-04-07,97,178,93,411,24,15,19,10,72
2018-04-08,77,176,130,498,24,17,30,11,92
2018-04-09,63,273,202,471,28,26,25,8,97
2018-04-10,54,241,137,376,30,23,18,13,114
2018-04-11,84,285,123,405,26,36,26,16,110
2018-04-12,94,182,97,435,34,30,28,24,134
2018-04-13,75,211,126,444,35,20,22,18,234
2018-04-14,72,169,88,396,25,29,28,26,95
2018-04-15,87,185,136,505,32,18,30,22,96
2018-04-16,67,212,143,441,40,30,29,14,107
2018-04-17,75,210,121,461,25,25,35,18,100
2018-04-18,70,174,142,413,39,24,18,9,99
2018-04-19,86,192,154,368,14,26,22,8,130
2018-04-20,90,199,103,365,13,32,23,9,92
2018-04-21,59,141,81,398,20,14,18,12,65
2018-04-22,73,151,146,449,31,19,27,20,98
2018-04-23,61,178,134,431,22,12,18,10,118
2018-04-24,80,191,146,446,37,14,24,9,297
2018-04-25,91,206,142,420,27,22,22,21,131
2018-04-26,96,207,112,388,35,18,20,8,115
2018-04-27,74,146,1098,380,18,24,24,9,130
2018-04-28,70,149,106,434,25,35,12,18,119
2018-04-29,55,165,95,458,22,24,16,16,93
2018-04-30,89,178,93,443,39,19,21,16,79
2018-05-01,100,178,120,466,31,30,27,17,92
2018-05-02,73,184,119,354,31,26,18,11,99
2018-05-03,99,183,165,364,20,24,28,15,96
2018-05-04,72,153,149,352,20,28,17,13,107
2018-05-05,97,129,143,385,11,16,13,7,74
2018-05-06,83,125,122,423,17,21,14,12,80
2018-05-07,73,161,124,426,31,24,22,15,109
2018-05-08,85,154,120,352,22,38,17,15,94
2018-05-09,80,170,98,384,21,17,18,11,102
2018-05-10,90,161,123,439,31,22,29,13,98
2018-05-11,80,149,127,397,20,18,13,12,70
2018-05-12,53,118,93,335,25,14,14,10,85
2018-05-13,81,143,104,431,19,19,26,12,79
2018-05-14,77,157,100,391,32,23,23,13,103
2018-05-15,83,168,119,388,31,28,16,14,88
2018-05-16,87,175,108,388,35,28,25,12,80
2018-05-17,73,174,107,387,39,26,19,9,130
2018-05-18,116,144,87,441,26,34,23,8,88
2018-05-19,88,117,100,324,21,26,16,13,69
2018-05-20,124,129,118,425,27,22,16,15,113
2018-05-21,90,156,108,487,29,26,29,13,142
2018-05-22,73,141,139,436,22,23,17,14,135
2018-05-23,88,164,128,392,41,26,30,17,98
2018-05-24,87,141,143,354,46,23,23,14,124
2018-05-25,85,145,96,368,23,30,17,6,95
2018-05-26,93,109,94,401,19,22,20,16,103
2018-05-27,79,159,126,416,18,19,82,15,75
2018-05-28,90,150,114,431,28,25,27,12,117
2018-05-29,117,158,141,369,27,20,10,8,235
2018-05-30,79,168,130,368,25,32,19,15,396
2018-05-31,99,135,116,353,26,23,20,12,102
2018-06-01,97,146,95,333,29,19,18,13,81
2018-06-02,87,104,87,352,19,23,14,13,101
2018-06-03,92,181,124,376,22,20,17,20,89
2018-06-04,91,202,127,403,13,26,19,13,85
2018-06-05,91,155,117,364,23,15,16,8,77
2018-06-06,71,185,107,320,42,22,21,16,94
2018-06-07,83,142,124,342,24,34,23,11,92
2018-06-08,59,141,90,304,37,34,34,15,115
2018-06-09,86,118,78,326,21,18,19,10,50
2018-06-10,77,143,91,382,16,21,12,13,96
2018-06-11,91,149,90,342,30,18,21,15,292
2018-06-12,95,147,76,326,27,20,17,11,103
2018-06-13,74,126,99,330,33,27,21,9,85
2018-06-14,0,0,0,0,0,0,0,0,0
2018-06-15,77,101,109,328,23,27,20,10,81
2018-06-16,88,124,67,294,26,27,16,11,68
2018-06-17,112,151,93,372,25,55,18,26,71
